"pitch_type","batter_num","pitch_rl","bat_rl","inning","balls","strikes","out","on_1b","on_2b","on_3b","score_diff","era","rbi","avg","hr","pitcher_at_home","pitcher_wins","pitcher_losses","batter_wins","batter_losses","prev_pitch_type0","prev_pitch_typeCH","prev_pitch_typeCU","prev_pitch_typeFC","prev_pitch_typeFF","prev_pitch_typeFT","prev_pitch_typeKC","prevprev_pitch_type0","prevprev_pitch_typeCH","prevprev_pitch_typeCU","prevprev_pitch_typeFC","prevprev_pitch_typeFF","prevprev_pitch_typeFT","prevprev_pitch_typeKC"
"FF",5,"0","1",2,"0","0",1,0,0,0,0,0,0,0,0,-1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
"CH",2,"0","1",1,"1","2",1,0,0,0,1,4.42,12,0.296,3,-1,4,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
"FC",22,"0","1",6,"0","0",2,0,0,0,-5,5.53,14,0.323,2,-1,6,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
"FF",14,"0","1",4,"0","0",0,1,0,0,2,0,0,0,0,-1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
"FT",6,"0","1",2,"0","0",0,0,0,0,0,2.5,8,0.263,3,-1,6,2,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
"FF",1,"0","0",1,"0","1",0,0,0,0,0,2.45,23,0.275,5,-1,10,4,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
"FF",14,"0","0",4,"1","2",1,1,0,0,0,2.45,65,0.251,18,-1,10,4,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
"FT",6,"0","0",2,"0","0",0,1,0,0,-1,4.75,10,0.225,3,-1,3,2,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
"FT",12,"0","1",4,"0","1",0,0,0,0,0,3.37,105,0.318,35,-1,14,12,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
"FC",28,"0","1",7,"0","1",2,0,0,0,-3,4.03,10,0.254,1,1,4,5,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
"CH",24,"0","1",6,"0","0",0,0,0,0,-3,3.08,54,0.251,17,1,11,7,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
"CH",4,"0","1",1,"0","1",1,1,0,1,0,2.45,2,0.357,0,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
"FT",20,"0","0",5,"0","0",0,0,1,1,-3,3.91,54,0.259,9,-1,17,8,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
"FT",23,"0","1",7,"0","2",1,0,0,0,3,4.26,40,0.264,13,-1,9,7,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
"FT",24,"0","0",7,"1","2",0,0,1,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
"CH",3,"0","1",1,"0","0",1,1,0,0,3,3.11,69,0.297,22,-1,11,8,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
"FF",12,"0","0",4,"0","0",0,0,0,0,1,4.52,53,0.298,19,-1,7,4,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
"FF",15,"0","1",4,"0","2",0,1,0,0,1,2.38,22,0.227,5,-1,9,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
"FF",37,"0","1",9,"0","0",1,0,1,0,1,3.25,25,0.304,3,-1,13,10,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
"CH",2,"0","1",1,"0","2",0,1,0,0,0,3,34,0.266,3,-1,12,9,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
"CH",18,"0","1",6,"0","0",1,0,0,0,3,0,0,0,0,-1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
"FT",28,"0","0",7,"1","2",2,0,1,0,2,4.75,12,0.309,1,-1,3,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
"FT",9,"0","1",3,"0","0",0,0,0,0,0,2.35,7,0.255,0,-1,11,4,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
"FT",3,"0","1",1,"3","2",1,0,0,0,0,3.92,76,0.257,24,-1,14,8,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
"CH",5,"0","1",1,"0","0",2,1,1,0,1,4.34,28,0.257,8,-1,9,6,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
"FT",15,"0","1",3,"0","1",1,1,0,0,-4,2.91,7,0.348,0,1,2,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
"FF",16,"0","1",4,"1","2",0,1,0,1,1,4.3,46,0.227,16,-1,9,7,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
"CH",22,"0","1",5,"0","1",1,1,1,0,-2,6.14,11,0.215,3,-1,4,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
"FF",16,"0","1",4,"2","2",2,1,1,0,-1,3.36,37,0.277,6,-1,14,12,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
"CH",18,"0","1",5,"1","2",0,0,0,0,4,3.28,2,0.21,0,-1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
"FC",25,"0","1",7,"0","1",0,0,0,0,-1,3.36,37,0.277,6,-1,14,12,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
"FT",26,"0","0",7,"0","1",1,0,1,0,3,3.92,10,0.25,2,-1,14,8,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
"FF",4,"0","1",2,"0","0",0,0,0,0,2,0,4,0.308,1,-1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
"FF",7,"0","1",2,"0","1",2,0,0,0,1,2.42,13,0.229,2,-1,13,4,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
"CH",5,"0","1",1,"0","0",2,1,0,1,0,3.42,10,0.203,3,1,8,7,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
"CH",22,"0","1",6,"0","0",1,1,0,0,2,4.75,6,0.238,3,-1,3,2,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
"FT",15,"0","1",3,"0","2",1,1,0,0,-4,2.91,7,0.348,0,1,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
"FF",5,"0","0",2,"0","0",1,0,0,0,-2,5.53,13,0.271,5,-1,6,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
"CH",19,"0","0",5,"0","1",2,0,0,0,4,2.91,10,0.238,3,-1,4,2,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
"CH",1,"0","0",1,"1","2",0,0,0,0,0,2.35,23,0.264,5,-1,11,4,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
"FT",21,"0","1",6,"2","2",1,0,0,0,1,4.51,65,0.314,19,-1,9,7,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
"FT",11,"0","1",2,"1","1",0,1,0,1,-4,4.24,47,0.316,12,-1,8,4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
"FT",17,"0","1",5,"0","2",0,1,0,0,3,3.23,21,0.275,3,-1,9,7,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
"FF",18,"0","1",5,"0","1",1,0,0,0,4,2.91,3,0.192,0,-1,4,2,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
"CH",20,"0","1",5,"0","0",0,0,0,0,3,7.06,3,0.308,0,-1,2,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
"FF",20,"0","1",5,"1","1",2,0,0,0,0,2.53,12,0.27,2,-1,9,4,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
"FT",12,"0","1",4,"3","1",0,0,0,0,-2,2.44,41,0.293,20,-1,6,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
"FF",14,"0","0",2,"2","1",1,0,0,0,2,0.4,6,0.225,1,-1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
"FF",3,"0","1",1,"1","1",2,0,0,0,0,2.47,69,0.276,25,-1,13,5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
"FC",11,"0","1",3,"1","0",1,0,0,0,0,5.34,29,0.258,13,-1,7,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
"FT",23,"0","0",7,"1","0",0,0,0,0,0,0,4,0.2,2,-1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
"CH",22,"0","1",5,"0","0",0,0,0,0,-1,2.45,2,0.357,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
"FC",30,"0","0",8,"2","1",0,1,0,0,-3,4.03,31,0.33,2,1,4,5,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
"CH",5,"0","0",1,"2","2",2,1,1,0,0,4.64,31,0.24,10,-1,8,6,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
"FT",11,"0","1",3,"0","0",2,1,1,0,0,4.04,13,0.219,3,-1,3,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
"FF",17,"0","1",5,"0","0",2,1,0,0,0,2.7,3,0.25,1,-1,5,2,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
"FF",30,"0","0",9,"0","0",1,1,0,0,-4,0,0,0,0,-1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
"FF",13,"0","1",4,"1","0",0,0,0,0,0,2.5,17,0.28,3,-1,6,2,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
"FF",32,"0","1",8,"2","1",0,1,0,0,0,2.97,13,0.173,3,-1,4,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
"FC",18,"0","1",4,"1","2",1,1,1,0,-2,4.44,12,0.232,3,1,3,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
"FT",3,"0","0",1,"0","0",1,0,0,0,0,4.52,53,0.298,19,-1,7,4,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
"FT",32,"0","1",9,"0","1",2,0,0,0,1,4.53,26,0.246,6,-1,3,3,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
"CH",4,"0","1",2,"1","0",0,0,0,0,0,3.21,28,0.221,3,-1,11,8,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
"FT",24,"0","1",7,"0","1",0,0,0,0,3,3.92,37,0.183,12,-1,14,8,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
"FF",12,"0","1",3,"1","0",2,0,0,0,-2,5.53,34,0.299,14,-1,6,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
"FF",3,"0","1",1,"3","1",0,1,1,0,0,0.4,11,0.267,4,-1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
"FF",7,"0","1",2,"0","1",2,1,0,0,-1,5.76,2,0.087,0,-1,3,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
"FT",27,"0","1",8,"0","0",1,1,0,0,3,3.42,37,0.261,5,1,8,7,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
"FT",1,"0","0",1,"2","0",0,0,0,0,0,3,60,0.284,13,-1,12,9,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
"FC",9,"0","1",3,"0","1",0,1,0,0,2,3.44,23,0.244,3,-1,7,7,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
"FF",3,"0","1",1,"0","0",1,0,0,0,3,2.41,72,0.297,33,-1,11,4,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
"CH",8,"0","1",3,"1","0",0,0,0,0,2,3.97,14,0.212,5,-1,13,8,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
"FF",20,"0","1",6,"2","1",0,0,0,0,0,0,0,0.182,0,-1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
"FF",24,"0","1",6,"3","0",1,0,1,0,1,2.38,22,0.227,5,-1,9,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
"FT",12,"0","1",3,"0","1",1,0,1,0,2,0,0,0,0,-1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
"FC",15,"0","1",4,"0","2",2,1,0,0,2,3.44,30,0.266,6,-1,7,7,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
"CH",12,"0","1",4,"2","2",0,0,0,0,2,4.63,39,0.308,16,-1,7,3,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
"FT",6,"0","1",2,"2","1",0,0,0,0,0,3.42,12,0.264,3,1,8,7,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
"FC",22,"0","1",6,"0","0",1,0,0,0,3,6,16,0.192,5,-1,5,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
"FF",11,"0","1",2,"1","0",0,0,0,0,3,4.36,22,0.277,6,-1,9,7,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
"CH",12,"0","1",4,"0","0",0,1,0,0,4,4.39,13,0.313,1,1,2,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
"CH",21,"0","1",5,"2","2",2,0,1,0,-3,4,53,0.29,9,-1,12,8,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
"CH",25,"0","0",6,"1","1",2,1,0,0,-5,4,28,0.227,14,-1,12,8,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
"FC",4,"0","1",2,"1","1",0,0,0,0,-2,5.53,14,0.323,2,-1,6,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
"FF",9,"0","1",3,"1","2",1,0,0,0,1,2.97,15,0.265,1,-1,4,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
"FF",1,"0","1",1,"0","1",0,0,0,0,0,2.38,48,0.299,19,-1,9,2,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
"FC",12,"0","1",3,"0","1",0,0,0,0,-4,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
"FT",16,"0","0",5,"1","2",1,0,0,0,1,4.04,9,0.179,3,-1,3,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
"FF",22,"0","1",5,"2","1",1,0,0,0,3,3.81,69,0.273,21,-1,16,8,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
"FC",27,"0","1",8,"0","0",0,1,0,0,3,4.26,5,0.182,2,-1,9,7,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
"FC",31,"0","1",8,"2","2",1,1,0,0,2,0,0,0,0,-1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
"FT",11,"0","0",3,"1","2",1,1,0,0,1,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
"CH",3,"0","1",1,"0","2",2,0,0,0,0,5.53,34,0.299,14,-1,6,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
"FT",28,"0","0",6,"1","2",2,1,0,0,-1,2.45,1,0.214,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
"FT",17,"0","1",4,"2","1",1,0,0,0,4,4.68,7,0.185,3,1,8,4,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
"CH",23,"0","1",6,"1","0",2,1,0,0,-2,5.73,5,0.132,2,-1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
"FT",8,"0","1",2,"0","2",2,0,0,0,0,3.11,42,0.268,5,-1,11,8,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
"CH",26,"0","1",7,"1","2",1,0,0,0,1,3.63,2,0.217,0,-1,6,7,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
"CH",21,"0","1",5,"1","1",0,1,1,0,1,5.76,8,0.185,4,-1,3,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
"FT",17,"0","1",4,"2","1",2,0,0,0,-3,4.03,4,0.245,1,1,4,5,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
"CH",20,"0","0",6,"0","2",0,1,0,0,4,2.41,65,0.27,18,-1,11,4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
"FC",29,"0","1",7,"1","2",1,0,0,0,-2,4.27,4,0.327,1,1,4,4,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
"FT",5,"0","1",1,"0","2",2,1,1,0,3,3.11,49,0.276,8,-1,11,8,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
"FT",19,"0","0",5,"1","1",0,1,0,0,4,3.32,25,0.264,3,-1,12,10,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
"FT",10,"0","1",2,"1","2",2,1,1,0,-2,3.08,53,0.297,15,1,11,7,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
"FF",15,"0","1",4,"3","2",0,0,1,0,0,2.4,47,0.259,6,-1,12,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
"CH",21,"0","0",5,"0","1",0,0,0,0,1,3.26,50,0.272,4,-1,14,11,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
"FT",2,"0","1",1,"2","2",0,0,1,0,0,4.53,6,0.243,2,-1,3,3,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
"CH",15,"0","1",4,"1","2",2,1,0,0,2,3.44,30,0.266,6,-1,7,7,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
"FF",18,"0","1",5,"2","0",0,0,0,0,-1,3.36,18,0.213,1,-1,14,12,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
"FF",2,"0","1",1,"1","0",0,0,0,0,0,4.36,22,0.277,6,-1,9,7,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
"FT",17,"0","1",5,"0","2",1,0,0,0,3,3.44,7,0.293,0,-1,7,7,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
"FT",13,"0","1",4,"0","2",0,1,1,0,2,4.05,4,0.32,1,-1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
"FF",8,"0","0",3,"0","0",0,0,0,0,0,3.36,4,0.222,0,-1,14,12,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
"CH",10,"0","1",3,"1","1",1,0,0,0,2,0,0,0,0,-1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
"CH",22,"0","0",6,"0","0",0,0,0,0,2,0,0,0,0,-1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
"FT",11,"0","1",3,"0","0",0,1,0,0,1,5.11,30,0.257,13,-1,7,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
"FF",6,"0","1",2,"0","2",2,0,0,0,0,3.48,15,0.322,3,-1,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
"CH",10,"0","1",3,"0","0",0,1,0,0,0,4.03,10,0.254,1,1,4,5,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
"FC",5,"0","1",2,"2","2",1,0,0,0,0,4.04,2,0.259,0,-1,3,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
"FT",10,"0","0",2,"2","0",1,1,0,0,-2,2.45,1,0.214,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
"CH",3,"0","1",1,"1","1",1,0,0,0,0,2.35,63,0.268,24,-1,11,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
"CH",27,"0","1",8,"1","0",1,0,0,0,5,3.23,16,0.287,3,-1,9,7,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
"CH",18,"0","1",5,"0","1",2,1,0,0,1,4.52,4,0.174,0,-1,7,4,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
"FF",6,"0","0",2,"1","1",1,0,0,0,1,2.53,24,0.283,5,-1,9,4,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
"FT",23,"0","1",7,"1","0",1,0,0,0,2,3.42,10,0.203,3,1,8,7,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
"FT",7,"0","0",1,"0","1",2,0,1,0,-3,4.24,34,0.271,13,-1,8,4,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
"CH",29,"0","1",8,"1","1",0,0,0,0,0,4.28,9,0.275,3,1,4,4,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
"FF",4,"0","1",2,"2","2",0,0,0,0,1,6,16,0.192,5,-1,5,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
"CH",10,"0","1",2,"0","0",2,1,1,0,2,4.27,12,0.324,2,1,4,4,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
"CH",15,"0","1",4,"0","0",2,1,1,0,2,4.05,4,0.273,2,-1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
"FT",20,"0","1",6,"3","1",1,0,0,0,0,4.88,3,0.301,0,-1,7,2,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
"FC",11,"0","1",3,"0","1",1,0,0,0,4,3.11,61,0.315,14,-1,11,8,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
"FT",9,"0","0",3,"0","0",0,1,0,0,0,4.03,15,0.172,4,1,4,5,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
"CH",1,"0","1",1,"2","2",0,0,0,0,0,4.64,21,0.284,8,-1,8,6,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
"FF",11,"0","0",2,"0","0",2,1,0,0,-1,3.3,23,0.328,6,-1,3,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
"FT",18,"0","0",4,"0","0",1,1,1,0,1,3.32,8,0.197,0,-1,3,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
"FT",4,"0","1",2,"0","1",0,0,0,0,0,4.04,9,0.368,1,-1,3,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
"FC",5,"0","1",2,"1","2",0,0,0,0,0,4.03,22,0.224,7,1,4,5,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
"CH",4,"0","1",2,"2","1",0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
"CH",17,"0","1",4,"1","1",1,0,0,0,-4,6.75,0,0.04,0,-1,4,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
"FF",27,"0","1",7,"1","1",2,1,1,0,1,2.42,13,0.225,4,-1,13,4,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
"FT",24,"0","0",7,"0","1",2,0,0,0,-8,3.87,80,0.227,36,-1,15,8,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
"CH",17,"0","0",4,"0","2",1,1,1,1,-3,6.14,6,0.22,2,-1,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
"FT",10,"0","1",3,"0","0",1,0,0,0,2,4.29,70,0.274,23,-1,10,8,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
"FF",8,"0","1",3,"2","0",0,0,0,0,-1,2.32,1,0.173,0,-1,9,3,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
"FF",21,"0","1",7,"1","2",0,0,0,0,-1,2.32,57,0.304,24,-1,9,3,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
"FT",15,"0","1",4,"0","0",2,0,0,1,0,3.63,23,0.228,6,-1,6,7,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
"FC",20,"0","1",5,"3","2",0,0,0,0,2,5.11,30,0.257,13,-1,7,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
"CH",23,"0","1",6,"2","1",0,0,0,0,2,5.11,15,0.274,5,-1,7,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
"FT",7,"0","0",2,"1","1",1,0,0,0,1,3.92,40,0.226,17,-1,14,8,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
"FF",28,"0","1",8,"2","1",2,1,0,0,2,3.48,3,0.273,0,-1,2,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
"FF",6,"0","1",2,"1","2",2,0,0,0,0,3.48,15,0.322,3,-1,2,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
"FF",18,"0","1",6,"0","0",0,0,0,0,-1,2.32,0,0.038,0,-1,9,3,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
"FT",2,"0","1",1,"1","2",1,0,0,0,1,4.05,3,0.278,1,-1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
"CH",23,"0","0",7,"1","0",0,0,0,0,5,2.45,65,0.251,18,-1,10,4,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
"CH",27,"0","1",7,"2","1",1,1,0,0,6,2.5,14,0.21,5,-1,6,2,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
"FT",29,"0","1",9,"0","1",0,0,0,0,3,3.42,45,0.299,11,1,8,7,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
"FC",8,"0","0",2,"0","1",2,1,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
"FC",26,"0","1",7,"0","1",2,0,0,0,3,6,5,0.333,1,-1,5,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
"FT",2,"0","0",1,"2","2",1,0,0,0,0,3.21,46,0.252,8,-1,11,8,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
"FT",11,"0","1",2,"1","2",2,1,0,1,-1,6.75,17,0.248,7,-1,4,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
"FC",22,"0","1",6,"3","2",1,0,0,0,5,3.11,13,0.286,2,-1,11,8,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
"CH",21,"0","1",6,"0","0",0,0,0,0,-2,2.53,55,0.255,14,-1,9,4,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
"FF",20,"0","1",6,"2","0",0,1,1,0,-1,4.04,13,0.219,3,-1,3,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
"FC",25,"0","1",7,"0","2",0,0,0,0,5,3.44,8,0.269,3,-1,7,7,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
"FF",18,"0","1",5,"2","0",0,1,0,0,1,2.97,15,0.265,1,-1,4,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
"FT",15,"0","1",4,"0","0",1,0,0,0,2,4.39,8,0.233,4,1,2,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
"FC",20,"0","1",4,"0","0",1,1,1,0,0,2.93,13,0.323,3,-1,3,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
"FT",18,"0","1",4,"2","2",2,0,0,0,4,4.68,9,0.195,2,1,8,4,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
"FT",2,"0","0",1,"0","1",1,0,0,0,0,3.81,52,0.267,9,-1,16,8,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
"FF",24,"0","0",6,"0","0",2,1,0,0,-1,3.36,57,0.234,20,-1,14,12,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
"FC",29,"0","0",7,"0","2",1,0,0,0,0,5.76,5,0.254,2,-1,3,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
"FF",12,"0","1",3,"0","2",0,0,1,1,-3,2.34,71,0.272,20,-1,17,5,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
