"pitch_type","bat_order","pitch_rl","bat_rl","inning","balls","strikes","out","on_1b","on_2b","on_3b","score_diff","era","rbi","avg","hr","pitcher_at_home","pitcher_wins","pitcher_losses","batter_wins","batter_losses","prev_pitch_type0","prev_pitch_typeChangeUp","prev_pitch_typeFastball","prev_pitch_typeKnuckleBall","prev_pitch_typeOthers","prev_pitch_typeSlider.Cutter","prevprev_pitch_type0","prevprev_pitch_typeChangeUp","prevprev_pitch_typeFastball","prevprev_pitch_typeKnuckleBall","prevprev_pitch_typeOthers","prevprev_pitch_typeSlider.Cutter"
"Slider.Cutter",8,"0","1",8,"2","2",1,1,1,1,-2,2.86,18,0.198,4,-1,1,2,0,0,0,0,1,0,0,0,0,0,1,0,0,0
"Fastball",5,"0","1",3,"2","2",2,1,1,1,1,1.87,45,0.249,6,1,5,2,0,0,0,0,1,0,0,0,0,0,1,0,0,0
"Fastball",5,"0","0",3,"1","0",0,1,1,1,0,5.11,3,0.138,1,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0
"Fastball",2,"0","1",3,"2","0",1,1,0,0,2,4.31,3,0.204,1,1,1,2,0,0,0,0,1,0,0,0,0,0,1,0,0,0
"Fastball",1,"0","1",3,"0","0",0,1,0,0,2,1.87,45,0.257,9,1,5,2,0,0,1,0,0,0,0,0,1,0,0,0,0,0
"Fastball",3,"0","0",4,"3","0",0,1,0,0,0,3.72,28,0.324,10,1,0,2,0,0,0,0,1,0,0,0,0,0,1,0,0,0
"Fastball",1,"0","0",2,"1","1",1,1,0,0,-1,3.52,22,0.342,5,1,3,2,0,0,0,0,0,1,0,0,0,0,1,0,0,0
"KnuckleBall",6,"0","1",4,"2","2",0,0,0,0,-1,5.74,10,0.286,1,-1,0,2,0,0,0,0,1,0,0,0,0,1,0,0,0,0
"Fastball",9,"0","1",3,"1","0",1,0,0,0,-4,0,2,0.286,0,-1,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0
"Fastball",9,"0","1",5,"1","0",2,0,0,0,1,0,4,0.2,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
"Fastball",8,"0","1",2,"2","1",1,1,1,0,1,6.86,5,0.243,1,-1,0,2,0,0,0,0,1,0,0,0,0,0,1,0,0,0
"KnuckleBall",7,"0","1",4,"1","1",0,0,0,0,-1,3.16,43,0.251,7,1,6,4,0,0,0,1,0,0,0,0,0,0,1,0,0,0
"Fastball",9,"0","1",3,"0","0",1,0,0,0,-4,0,2,0.286,0,-1,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0
"Slider.Cutter",7,"0","1",2,"0","1",1,1,0,0,3,2.25,6,0.16,2,-1,0,2,0,0,0,0,0,0,0,1,1,0,0,0,0,0
"KnuckleBall",4,"0","0",1,"0","0",1,0,1,0,0,2.2,77,0.221,18,-1,3,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
"Fastball",9,"0","1",3,"2","0",1,0,1,1,-3,2.19,4,0.262,0,-1,6,3,0,0,0,1,0,0,0,0,0,0,0,1,0,0
"Fastball",1,"0","0",7,"1","0",2,0,0,0,-1,5.74,14,0.294,3,-1,0,2,0,0,0,0,0,1,0,0,1,0,0,0,0,0
"Fastball",8,"0","1",3,"3","0",1,1,0,0,-4,5.11,0,0.059,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0
"Fastball",2,"0","1",6,"0","1",2,1,0,0,0,1.98,107,0.291,34,-1,6,2,0,0,0,0,0,1,0,0,1,0,0,0,0,0
"KnuckleBall",3,"0","1",1,"1","2",1,0,0,0,0,4.31,15,0.282,5,1,1,2,0,0,0,0,1,0,0,0,0,0,1,0,0,0
"Fastball",8,"0","1",4,"2","2",0,0,0,0,0,8.4,1,0.167,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0
"Fastball",5,"0","1",6,"0","2",1,0,1,0,0,6.86,6,0.169,2,-1,0,2,0,0,0,0,1,0,0,0,0,0,1,0,0,0
"Fastball",5,"0","1",6,"0","0",2,1,1,0,1,3.59,10,0.339,1,-1,2,2,0,0,1,0,0,0,0,0,1,0,0,0,0,0
"Fastball",9,"0","1",5,"0","1",0,0,0,0,2,3,1,0,0,-1,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0
"KnuckleBall",5,"0","1",6,"1","2",1,0,1,0,0,6.86,6,0.169,2,-1,0,2,0,0,0,0,1,0,0,0,0,0,1,0,0,0
"Fastball",7,"0","0",2,"0","0",1,0,0,0,2,5.11,4,0.158,1,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0
"Slider.Cutter",5,"0","1",2,"0","0",1,0,0,0,0,1.91,31,0.168,8,-1,5,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0
"KnuckleBall",3,"0","1",4,"2","2",0,0,1,0,1,0,1,0.25,0,-1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
"KnuckleBall",3,"0","1",3,"1","2",2,0,0,0,2,3.59,29,0.238,11,-1,2,2,0,0,0,0,1,0,0,0,0,0,1,0,0,0
"Fastball",6,"0","1",6,"1","1",1,1,0,0,-2,7.36,20,0.317,3,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0
"Fastball",3,"0","1",3,"2","0",2,0,0,0,4,5.08,20,0.275,1,1,0,2,0,0,0,0,1,0,0,0,0,0,1,0,0,0
"Fastball",1,"0","1",4,"3","1",2,0,0,0,0,8.4,4,0.2,1,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0
"Fastball",3,"0","1",1,"0","2",1,0,0,0,0,4.31,15,0.282,5,1,1,2,0,0,0,0,1,0,0,0,0,0,1,0,0,0
"Fastball",6,"0","1",2,"0","1",0,0,0,0,3,2.38,53,0.303,16,-1,2,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
"Fastball",4,"0","1",4,"1","0",0,0,0,0,1,7.36,42,0.239,14,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0
"Slider.Cutter",5,"0","1",4,"1","0",0,0,0,0,0,2.25,14,0.328,4,-1,2,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
"Fastball",7,"0","1",2,"0","0",0,0,0,0,0,3.59,16,0.228,1,-1,2,2,0,0,1,0,0,0,0,0,1,0,0,0,0,0
"Slider.Cutter",2,"0","1",3,"0","0",0,1,0,0,2,5.11,5,0.163,1,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0
"Fastball",2,"0","1",1,"1","0",0,1,0,0,0,2.25,28,0.269,11,-1,2,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
"Slider.Cutter",8,"0","0",2,"1","2",1,1,0,0,3,2.25,0,0,0,-1,0,2,0,0,0,0,0,0,0,1,0,0,1,0,0,0
"Fastball",1,"0","1",7,"0","0",0,0,0,0,6,1.83,10,0.253,0,-1,4,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0
"Fastball",2,"0","1",5,"1","0",0,0,0,0,0,8.4,6,0.232,1,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0
"KnuckleBall",9,"0","1",2,"1","1",1,1,1,0,-1,3.16,21,0.254,5,1,6,4,0,0,0,0,1,0,0,0,0,0,1,0,0,0
"KnuckleBall",2,"0","1",1,"1","1",1,0,0,0,0,1.91,17,0.292,0,-1,5,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0
"Fastball",9,"0","1",2,"2","2",2,1,1,1,4,5.08,1,0.25,1,1,0,2,0,0,0,0,1,0,0,0,0,1,0,0,0,0
"Fastball",6,"0","1",2,"0","1",1,0,0,0,2,5.11,2,0.154,1,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0
"Fastball",8,"0","1",8,"0","0",1,1,1,1,-2,2.86,18,0.198,4,-1,1,2,0,0,1,0,0,0,0,0,1,0,0,0,0,0
"Slider.Cutter",5,"0","1",1,"1","0",2,0,1,0,-1,3.7,105,0.292,21,-1,3,4,0,0,0,0,1,0,0,0,1,0,0,0,0,0
"KnuckleBall",6,"0","1",5,"1","2",0,0,1,0,1,2.76,21,0.236,5,1,2,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
"Fastball",1,"0","1",5,"1","0",1,1,0,0,5,2.2,15,0.289,0,1,3,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0
"Fastball",2,"0","1",6,"0","0",1,0,0,0,6,0,2,0.286,1,-1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
"Fastball",9,"0","1",6,"0","1",2,1,0,1,2,2.25,16,0.181,6,-1,0,2,0,0,0,0,1,0,0,0,1,0,0,0,0,0
"Fastball",8,"0","1",3,"3","1",0,0,0,0,2,2.2,33,0.232,11,1,3,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0
"KnuckleBall",6,"0","1",2,"1","2",1,0,0,0,0,1.91,33,0.181,9,-1,5,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0
"Fastball",2,"0","1",1,"0","0",0,1,0,0,0,5.74,15,0.315,6,-1,0,2,0,0,1,0,0,0,0,0,1,0,0,0,0,0
"Fastball",8,"0","0",2,"3","2",1,1,1,0,4,5.08,1,0.271,0,1,0,2,0,0,0,0,0,1,0,0,0,0,1,0,0,0
"Slider.Cutter",1,"0","0",3,"0","0",2,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
"Fastball",3,"0","1",2,"3","0",1,1,0,0,-3,2.19,91,0.268,33,-1,6,3,0,0,0,0,1,0,0,0,0,1,0,0,0,0
"Fastball",8,"0","1",2,"0","0",2,1,1,0,0,2.86,18,0.198,4,-1,1,2,0,0,1,0,0,0,0,0,1,0,0,0,0,0
"Fastball",1,"0","1",1,"0","1",0,0,0,0,0,2.76,6,0.186,1,1,2,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
"Fastball",5,"0","1",6,"0","0",2,0,0,0,5,2.2,31,0.177,8,1,3,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0
"Slider.Cutter",1,"0","0",1,"1","1",0,0,0,0,0,3.7,43,0.271,12,-1,3,4,0,0,0,0,1,0,0,0,0,0,1,0,0,0
"Fastball",4,"0","1",1,"0","0",2,1,0,0,0,1.87,52,0.274,10,1,5,2,0,0,1,0,0,0,0,0,1,0,0,0,0,0
"Slider.Cutter",3,"0","1",1,"1","2",0,1,0,0,1,2.19,91,0.268,33,-1,6,3,0,0,0,0,1,0,0,0,0,1,0,0,0,0
"KnuckleBall",2,"0","1",6,"0","0",2,1,0,0,0,1.98,107,0.291,34,-1,6,2,0,0,1,0,0,0,0,0,1,0,0,0,0,0
"Fastball",5,"0","0",2,"2","0",0,0,0,0,2,5.11,3,0.138,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1
"Fastball",5,"0","1",2,"0","2",1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
"Fastball",8,"0","1",2,"0","0",1,0,0,0,-3,0,2,0.111,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
"Fastball",5,"0","1",1,"0","2",2,0,0,1,-1,2.25,14,0.328,4,-1,2,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
"Fastball",2,"0","1",5,"0","2",0,0,0,0,2,2.25,3,0.164,0,-1,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,1
"Fastball",0,"0","1",6,"1","0",0,0,0,0,1,1.87,0,0,0,1,5,2,0,0,0,0,1,0,0,0,1,0,0,0,0,0
"Fastball",4,"0","1",6,"0","1",0,1,1,0,1,3.59,23,0.288,7,-1,2,2,0,0,0,0,1,0,0,0,1,0,0,0,0,0
"Fastball",6,"0","0",7,"2","1",0,0,0,0,1,3.72,30,0.194,4,1,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,1
"KnuckleBall",2,"0","1",6,"1","2",0,0,0,0,1,3.59,25,0.219,7,-1,2,2,0,0,0,0,0,1,0,0,0,0,1,0,0,0
"Fastball",2,"0","1",3,"1","1",1,0,0,0,-3,0,5,0.296,2,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
"Fastball",4,"0","1",3,"2","2",2,0,0,1,1,6.86,7,0.174,2,-1,0,2,0,0,0,0,0,1,0,0,0,0,0,1,0,0
"Fastball",3,"0","1",1,"0","0",1,0,0,0,0,4.31,15,0.282,5,1,1,2,0,0,1,0,0,0,0,0,1,0,0,0,0,0
"Fastball",8,"0","1",6,"0","1",2,0,0,0,0,3,0,0,0,-1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0
"Fastball",4,"0","1",4,"0","0",0,0,0,0,2,3.59,23,0.288,7,-1,2,2,0,0,1,0,0,0,0,0,1,0,0,0,0,0
"Fastball",4,"0","1",2,"1","0",0,0,0,0,0,3.16,75,0.293,7,1,6,4,0,0,0,0,1,0,0,0,1,0,0,0,0,0
"Fastball",2,"0","1",5,"1","0",1,0,0,0,-1,3.16,111,0.29,36,1,6,4,0,0,0,0,1,0,0,0,1,0,0,0,0,0
"Fastball",6,"0","1",1,"3","0",1,1,1,1,-1,8.4,0,0.667,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0
"Fastball",8,"0","1",2,"0","1",2,1,1,0,0,2.86,18,0.198,4,-1,1,2,0,0,0,0,1,0,0,0,1,0,0,0,0,0
"Fastball",2,"0","1",1,"0","0",1,0,0,0,0,0,1,0.25,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
"Fastball",7,"0","1",2,"3","1",2,1,0,0,1,2.2,28,0.177,8,1,3,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0
"Fastball",9,"0","1",5,"0","0",2,1,0,0,0,1.91,4,0.269,0,-1,5,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0
"Fastball",3,"0","1",6,"2","0",0,0,0,0,-2,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
"Fastball",3,"0","1",1,"0","0",2,0,0,0,0,1.83,89,0.259,26,-1,4,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0
"Fastball",6,"0","1",2,"3","2",0,0,0,0,3,2.25,7,0.2,3,-1,0,2,0,0,0,0,0,1,0,0,0,0,1,0,0,0
"Fastball",3,"0","1",1,"2","1",0,1,0,1,-1,3.59,29,0.238,11,-1,2,2,0,0,0,0,1,0,0,0,0,0,1,0,0,0
"Fastball",9,"0","1",3,"1","0",0,0,0,0,2,4.31,3,0.167,0,1,1,2,0,0,0,0,1,0,0,0,1,0,0,0,0,0
"Slider.Cutter",1,"0","1",5,"3","2",0,0,0,0,-2,7.36,23,0.256,5,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1
"Fastball",8,"0","0",4,"0","0",0,0,1,0,3,2.25,0,0,0,-1,0,2,0,0,1,0,0,0,0,0,1,0,0,0,0,0
"Fastball",6,"0","1",6,"0","0",0,0,0,0,2,2.25,7,0.2,3,-1,0,2,0,0,1,0,0,0,0,0,1,0,0,0,0,0
"Fastball",1,"0","0",3,"0","0",2,0,0,0,1,0,0,0.125,0,-1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
"Fastball",3,"0","1",5,"1","1",1,1,0,0,5,5.08,20,0.275,1,1,0,2,0,0,0,0,1,0,0,0,0,1,0,0,0,0
"KnuckleBall",3,"0","0",3,"1","1",0,1,1,0,1,5.11,5,0.383,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0
"Fastball",4,"0","1",7,"2","0",0,0,0,0,6,0,0,0.125,0,-1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
"KnuckleBall",3,"0","0",2,"3","2",2,1,1,0,1,8.4,5,0.271,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0
"Fastball",4,"0","1",3,"0","0",1,0,0,0,-1,3.16,75,0.293,7,1,6,4,0,0,1,0,0,0,0,0,1,0,0,0,0,0
"Fastball",3,"0","1",5,"2","2",1,0,0,0,2,2.25,24,0.338,9,-1,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,1
"Fastball",5,"0","1",2,"0","0",0,0,0,0,0,3.16,55,0.26,10,1,6,4,0,0,1,0,0,0,0,0,1,0,0,0,0,0
"Fastball",7,"0","1",7,"0","0",0,0,0,0,1,2.86,4,0.213,0,-1,1,2,0,0,1,0,0,0,0,0,1,0,0,0,0,0
"Fastball",6,"0","1",6,"1","2",0,0,0,0,1,1.87,14,0.213,5,1,5,2,0,0,0,0,1,0,0,0,0,0,0,1,0,0
"Fastball",9,"0","1",2,"1","2",2,1,1,0,3,2.25,16,0.181,6,-1,0,2,0,0,0,0,1,0,0,0,0,0,1,0,0,0
"Fastball",3,"0","1",1,"3","2",1,0,0,0,0,4.31,15,0.282,5,1,1,2,0,0,0,0,1,0,0,0,0,0,0,1,0,0
"Fastball",7,"0","1",2,"1","0",2,1,0,0,0,3.72,21,0.274,2,1,0,2,0,0,0,0,1,0,0,0,1,0,0,0,0,0
"Slider.Cutter",1,"0","0",6,"2","2",0,0,0,0,0,1.91,35,0.275,6,-1,5,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0
"Fastball",3,"0","1",6,"0","0",0,1,0,0,1,6.86,11,0.198,3,-1,0,2,0,0,1,0,0,0,0,0,1,0,0,0,0,0
"Fastball",5,"0","1",5,"0","0",0,0,0,0,1,2.76,57,0.289,11,1,2,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
"Fastball",3,"0","0",4,"0","2",1,1,0,0,-1,2.2,66,0.284,11,-1,3,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
"Fastball",3,"0","1",3,"0","0",2,1,0,1,2,4.31,15,0.282,5,1,1,2,0,0,1,0,0,0,0,0,1,0,0,0,0,0
"Fastball",8,"0","1",2,"1","0",2,1,0,0,3,2.38,9,0.248,0,-1,2,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
"Fastball",6,"0","1",5,"1","0",2,1,0,0,6,1.83,12,0.241,4,-1,4,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0
"KnuckleBall",4,"0","1",1,"0","1",1,0,1,1,1,6.86,7,0.174,2,-1,0,2,0,0,0,1,0,0,0,0,1,0,0,0,0,0
"Fastball",4,"0","0",2,"0","2",0,0,0,0,0,3.72,29,0.26,9,1,0,2,0,0,0,0,0,1,0,0,0,0,1,0,0,0
"Fastball",3,"0","1",3,"2","1",2,0,0,0,-3,0,1,0.2,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
"Fastball",3,"0","1",1,"1","0",1,1,0,0,0,3.7,109,0.285,38,1,3,3,0,0,0,0,1,0,0,0,1,0,0,0,0,0
"Fastball",8,"0","1",3,"1","0",1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
"Slider.Cutter",5,"0","0",2,"1","0",0,0,0,0,2,5.11,3,0.138,1,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0
"Slider.Cutter",3,"0","0",2,"0","0",2,1,1,0,1,8.4,5,0.271,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0
"Fastball",5,"0","1",2,"0","0",0,0,0,0,0,3.7,25,0.268,5,1,3,3,0,0,1,0,0,0,0,0,1,0,0,0,0,0
"Fastball",9,"0","1",5,"0","0",0,1,0,0,0,3.72,16,0.282,3,1,0,2,0,0,1,0,0,0,0,0,1,0,0,0,0,0
"Fastball",8,"0","1",3,"1","2",0,0,0,0,0,1.91,3,0.257,0,-1,5,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0
"Fastball",6,"0","1",3,"3","1",2,1,0,1,0,2.2,4,0.256,2,-1,3,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
"KnuckleBall",2,"0","1",4,"3","2",0,0,0,0,0,0,1,0.25,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
"Fastball",7,"0","1",5,"2","1",1,1,1,0,-2,8.4,5,0.205,2,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0
"Fastball",3,"0","1",4,"2","1",0,0,1,0,1,0,1,0.25,0,-1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
"Fastball",6,"0","1",2,"0","0",1,1,0,0,2,3,4,0.429,1,-1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0
"Slider.Cutter",5,"0","1",6,"0","0",0,0,0,0,2,2.25,15,0.187,5,-1,0,2,0,0,1,0,0,0,0,0,1,0,0,0,0,0
"Fastball",4,"0","1",7,"1","2",0,0,0,0,0,1.98,71,0.291,7,-1,6,2,0,0,0,0,1,0,0,0,0,0,0,1,0,0
"Fastball",9,"0","1",2,"1","2",2,0,0,1,1,6.86,5,0.156,1,-1,0,2,0,0,0,0,0,1,0,0,0,0,1,0,0,0
"Fastball",1,"0","0",5,"0","0",1,0,0,0,-2,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
"Fastball",7,"0","1",4,"0","0",0,0,0,0,3,2.25,6,0.16,2,-1,0,2,0,0,1,0,0,0,0,0,1,0,0,0,0,0
"Fastball",1,"0","1",3,"0","1",1,1,0,0,2,4.31,21,0.228,5,1,1,2,0,0,0,0,1,0,0,0,1,0,0,0,0,0
"KnuckleBall",7,"0","1",7,"1","2",1,1,1,0,-1,1.98,43,0.258,7,-1,6,2,0,0,0,0,1,0,0,0,0,1,0,0,0,0
"KnuckleBall",4,"0","1",3,"0","2",0,0,0,0,1,8.4,3,0.264,2,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0
"Fastball",7,"0","1",2,"1","0",0,1,0,0,-1,2.25,31,0.293,11,-1,2,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
"Slider.Cutter",2,"0","1",6,"3","2",0,0,1,0,0,1.91,17,0.292,0,-1,5,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0
"Fastball",6,"0","1",4,"1","2",1,1,0,0,-4,0,10,0.179,5,-1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
"Fastball",8,"0","0",4,"0","0",2,1,0,0,3,3.82,55,0.274,14,-1,3,4,0,0,1,0,0,0,0,0,1,0,0,0,0,0
"KnuckleBall",4,"0","0",1,"0","2",1,1,1,0,0,3.82,83,0.313,21,-1,3,4,0,0,0,0,1,0,0,0,0,0,0,1,0,0
"Fastball",6,"0","1",6,"2","2",1,1,0,0,-2,7.36,20,0.317,3,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0
"Fastball",3,"0","1",8,"2","2",2,0,0,0,3,4.31,15,0.282,5,1,1,2,0,0,0,0,1,0,0,0,0,0,0,1,0,0
"Fastball",8,"0","0",2,"3","2",1,1,1,0,4,5.08,1,0.271,0,1,0,2,0,0,0,0,1,0,0,0,0,0,0,1,0,0
"Fastball",1,"0","1",5,"1","0",0,0,0,0,-2,7.36,23,0.256,5,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0
"Fastball",4,"0","1",1,"0","0",1,1,0,0,-1,3.59,23,0.288,7,-1,2,2,0,0,1,0,0,0,0,0,1,0,0,0,0,0
"Fastball",4,"0","1",6,"0","0",0,0,1,1,0,6.86,7,0.174,2,-1,0,2,0,0,1,0,0,0,0,0,1,0,0,0,0,0
"Fastball",8,"0","0",7,"0","0",1,1,0,0,3,4.31,9,0.292,1,1,1,2,0,0,1,0,0,0,0,0,1,0,0,0,0,0
"Fastball",4,"0","1",1,"1","0",0,1,0,0,2,0,12,0.3,3,-1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
"Fastball",3,"0","1",1,"0","0",0,1,1,0,0,7.36,29,0.313,6,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0
"KnuckleBall",5,"0","1",1,"1","1",2,1,1,0,0,2.2,71,0.27,23,-1,3,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
"Fastball",1,"0","0",3,"1","2",2,0,1,0,0,1.98,56,0.281,16,-1,6,2,0,0,0,0,0,1,0,0,0,0,1,0,0,0
"KnuckleBall",3,"0","1",1,"0","0",0,0,1,1,-1,2.25,67,0.29,21,-1,2,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
"Fastball",7,"0","1",3,"1","0",0,0,0,0,0,1.98,43,0.258,7,-1,6,2,0,0,0,0,1,0,0,0,1,0,0,0,0,0
"Fastball",4,"0","1",1,"0","0",2,1,0,0,0,2.86,38,0.326,12,-1,1,2,0,0,1,0,0,0,0,0,1,0,0,0,0,0
"Fastball",4,"0","1",5,"2","0",0,1,0,0,0,8.4,3,0.264,2,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0
"Fastball",3,"0","1",1,"1","0",0,1,0,0,-2,5.74,10,0.225,4,-1,0,2,0,0,0,0,1,0,0,0,1,0,0,0,0,0
"Fastball",1,"0","0",5,"2","1",0,0,0,0,-1,5.74,14,0.294,3,-1,0,2,0,0,0,0,0,0,0,1,0,0,0,1,0,0
"Fastball",1,"0","1",1,"0","0",0,0,0,0,0,3.82,28,0.253,2,-1,3,4,0,0,1,0,0,0,0,0,1,0,0,0,0,0
"Fastball",3,"0","1",4,"0","0",0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
"Fastball",8,"0","1",3,"1","1",0,0,0,0,1,0,0,0,0,-1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
"Fastball",8,"0","1",7,"3","2",1,0,0,0,5,2.2,33,0.232,11,1,3,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0
"Fastball",8,"0","1",2,"1","0",1,0,0,0,-1,3.52,8,0.181,1,1,3,2,0,0,0,0,1,0,0,0,1,0,0,0,0,0
"Fastball",7,"0","1",7,"1","2",1,1,1,0,-1,1.98,43,0.258,7,-1,6,2,0,0,0,1,0,0,0,0,0,0,0,1,0,0
"Fastball",8,"0","1",7,"0","2",1,0,0,0,5,2.2,33,0.232,11,1,3,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0
"Fastball",1,"0","1",2,"1","1",0,1,0,0,1,8.4,4,0.2,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0
"Fastball",2,"0","1",3,"1","1",0,1,0,0,0,3.7,54,0.313,6,1,3,3,0,0,0,0,1,0,0,0,0,1,0,0,0,0
"Slider.Cutter",7,"0","0",5,"0","0",0,0,0,0,0,1.91,37,0.258,8,-1,5,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0
"Fastball",1,"0","1",8,"0","1",0,0,0,0,3,4.31,21,0.228,5,1,1,2,0,0,0,0,1,0,0,0,1,0,0,0,0,0
"Fastball",3,"0","1",3,"0","0",2,0,0,0,-3,0,1,0.2,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
"Fastball",3,"0","0",1,"0","1",1,0,0,0,0,3.52,28,0.313,4,1,3,2,0,0,0,0,1,0,0,0,1,0,0,0,0,0
"Fastball",1,"0","1",3,"2","2",1,1,0,0,2,4.31,21,0.228,5,1,1,2,0,0,0,0,1,0,0,0,0,0,0,1,0,0
"Fastball",2,"0","1",1,"0","0",0,0,0,0,1,2.19,101,0.284,34,-1,6,3,0,0,1,0,0,0,0,0,1,0,0,0,0,0
"KnuckleBall",4,"0","1",3,"2","2",2,0,0,1,1,6.86,7,0.174,2,-1,0,2,0,0,0,0,1,0,0,0,0,0,0,1,0,0
"Fastball",4,"0","1",3,"0","1",2,0,0,1,1,6.86,7,0.174,2,-1,0,2,0,0,0,1,0,0,0,0,1,0,0,0,0,0
"KnuckleBall",4,"0","1",4,"0","2",2,0,0,0,0,1.98,71,0.291,7,-1,6,2,0,0,0,0,1,0,0,0,0,0,0,1,0,0
