"pitch_type","batter_num","pitch_rl","bat_rl","inning","balls","strikes","out","on_1b","on_2b","on_3b","score_diff","era","rbi","avg","hr","pitcher_at_home","pitcher_wins","pitcher_losses","batter_wins","batter_losses","prev_pitch_type0","prev_pitch_typeChangeUp","prev_pitch_typeFastball","prev_pitch_typeOthers","prev_pitch_typeSlider.Cutter","prevprev_pitch_type0","prevprev_pitch_typeChangeUp","prevprev_pitch_typeFastball","prevprev_pitch_typeOthers","prevprev_pitch_typeSlider.Cutter"
"Fastball",21,"0","1",6,"2","1",2,0,0,0,-1,2.06,52,0.326,12,1,5,0,0,0,0,0,1,0,0,0,0,1,0,0
"Fastball",8,"0","1",3,"0","0",1,0,0,0,0,2.06,6,0.275,0,1,5,0,0,0,1,0,0,0,0,1,0,0,0,0
"Slider/Cutter",8,"0","1",3,"0","2",0,0,0,0,1,3.02,2,0.138,0,-1,6,4,0,0,0,0,1,0,0,0,0,0,0,1
"ChangeUp",4,"0","1",2,"1","2",0,0,0,0,0,1.73,18,0.199,4,1,4,0,0,0,0,1,0,0,0,0,1,0,0,0
"Fastball",18,"0","1",5,"0","1",1,1,0,0,2,0,1,0.2,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0
"Fastball",6,"0","1",2,"0","0",0,0,0,0,-1,5.32,15,0.231,6,1,2,1,0,0,1,0,0,0,0,1,0,0,0,0
"ChangeUp",5,"0","0",2,"1","1",1,0,0,0,0,3.68,4,0.267,0,-1,1,0,0,0,0,0,1,0,0,0,0,1,0,0
"Fastball",18,"0","1",5,"0","2",0,0,0,0,-1,2.25,2,0.263,0,1,2,0,0,0,0,1,0,0,0,0,1,0,0,0
"ChangeUp",15,"0","1",4,"2","2",0,0,0,0,2,2.8,38,0.249,5,-1,7,4,0,0,0,0,0,0,1,0,0,1,0,0
"ChangeUp",16,"0","1",5,"1","0",0,0,0,0,1,2.12,3,0.257,2,-1,10,3,0,0,0,1,0,0,0,1,0,0,0,0
"Fastball",4,"0","1",1,"0","0",0,1,0,0,-3,2.03,85,0.328,26,1,10,3,0,0,1,0,0,0,0,1,0,0,0,0
"ChangeUp",16,"0","1",4,"1","0",0,0,0,0,-1,2.2,12,0.23,4,-1,6,1,0,0,0,0,1,0,0,1,0,0,0,0
"Fastball",15,"0","1",4,"1","1",2,1,0,0,1,2.12,8,0.286,2,-1,10,3,0,0,0,0,1,0,0,0,0,1,0,0
"Fastball",5,"0","1",1,"0","0",1,1,1,0,-1,2.37,8,0.241,2,-1,2,0,0,0,1,0,0,0,0,1,0,0,0,0
"Fastball",1,"0","1",1,"0","1",0,0,0,0,0,2.08,37,0.297,3,1,8,1,0,0,0,0,1,0,0,1,0,0,0,0
"Fastball",13,"0","0",5,"0","0",0,0,0,0,0,3.01,47,0.344,11,1,6,3,0,0,1,0,0,0,0,1,0,0,0,0
"ChangeUp",10,"0","1",2,"0","0",2,1,1,0,0,1.76,2,0.2,1,1,2,0,0,0,1,0,0,0,0,1,0,0,0,0
"Fastball",15,"0","1",4,"1","0",2,1,0,0,1,2.12,8,0.286,2,-1,10,3,0,0,0,0,1,0,0,1,0,0,0,0
"ChangeUp",20,"0","1",6,"2","1",0,0,0,0,1,3.04,16,0.347,4,-1,6,2,0,0,0,0,0,0,1,0,0,1,0,0
"Fastball",5,"0","1",1,"0","1",1,1,1,0,-1,2.37,8,0.241,2,-1,2,0,0,0,0,0,1,0,0,1,0,0,0,0
"Fastball",19,"0","1",5,"0","0",2,0,0,0,7,3.66,11,0.277,0,-1,4,2,0,0,1,0,0,0,0,1,0,0,0,0
"Fastball",29,"0","1",8,"1","1",1,1,0,0,7,2.03,47,0.235,19,-1,9,1,0,0,0,0,1,0,0,0,0,1,0,0
"ChangeUp",14,"0","1",3,"2","2",0,1,1,0,-1,2.37,8,0.241,2,-1,2,0,0,0,0,0,1,0,0,0,0,1,0,0
"Fastball",9,"0","1",3,"1","1",2,0,0,0,0,3.01,3,0.271,0,1,6,3,0,0,0,0,1,0,0,0,0,1,0,0
"ChangeUp",9,"0","0",2,"2","2",2,0,0,1,0,2.27,1,0.271,0,-1,6,1,0,0,0,0,0,0,1,0,1,0,0,0
"ChangeUp",6,"0","1",2,"0","0",0,0,0,0,1,3.04,13,0.205,2,-1,6,2,0,0,1,0,0,0,0,1,0,0,0,0
"Fastball",30,"0","1",9,"0","0",0,1,0,0,2,2.87,57,0.246,17,1,6,4,0,0,1,0,0,0,0,1,0,0,0,0
"ChangeUp",16,"0","1",4,"2","2",2,0,0,0,2,1.76,4,0.241,2,1,2,0,0,0,0,0,1,0,0,0,0,1,0,0
"ChangeUp",14,"0","0",4,"1","1",2,0,0,0,0,3.68,4,0.267,0,-1,1,0,0,0,0,0,0,0,1,0,1,0,0,0
"ChangeUp",10,"0","1",3,"1","0",1,0,0,0,2,2.03,18,0.323,3,-1,9,1,0,0,0,0,1,0,0,1,0,0,0,0
"Slider/Cutter",9,"0","1",3,"0","1",0,0,0,0,2,2.8,22,0.228,5,-1,7,4,0,0,0,0,1,0,0,1,0,0,0,0
"ChangeUp",10,"0","1",3,"0","1",0,0,0,0,0,2.27,23,0.258,6,-1,6,1,0,0,0,0,0,0,1,1,0,0,0,0
"Fastball",20,"0","1",5,"1","1",2,1,1,0,2,0,2,0.19,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0
"ChangeUp",11,"0","1",3,"0","0",2,1,0,0,0,0,1,0,0,-1,0,0,0,0,1,0,0,0,0,1,0,0,0,0
"ChangeUp",26,"0","1",7,"0","0",2,0,0,0,2,3.27,13,0.227,2,1,5,2,0,0,1,0,0,0,0,1,0,0,0,0
"Fastball",6,"0","1",2,"0","0",2,0,0,0,0,1.89,2,0.143,0,1,4,0,0,0,1,0,0,0,0,1,0,0,0,0
"ChangeUp",27,"0","1",7,"2","0",0,1,0,1,-4,2.74,11,0.248,0,-1,6,3,0,0,0,0,1,0,0,0,0,0,0,1
"ChangeUp",24,"0","1",7,"0","0",1,0,0,0,4,2.16,21,0.239,6,-1,8,1,0,0,1,0,0,0,0,1,0,0,0,0
"Slider/Cutter",24,"0","1",5,"0","0",2,0,0,0,-1,1.88,0,0,0,1,10,1,0,0,1,0,0,0,0,1,0,0,0,0
"Slider/Cutter",13,"0","1",3,"0","1",1,1,0,0,-2,5.32,9,0.203,0,1,2,1,0,0,0,0,1,0,0,1,0,0,0,0
"Slider/Cutter",23,"0","1",6,"0","0",0,0,0,0,-3,2.01,19,0.299,5,1,10,2,0,0,1,0,0,0,0,1,0,0,0,0
"Slider/Cutter",22,"0","0",6,"2","2",0,0,1,0,1,2.08,45,0.269,9,1,8,1,0,0,0,0,0,0,1,0,0,1,0,0
"ChangeUp",16,"0","1",5,"3","2",0,0,0,0,0,3.02,6,0.474,0,-1,6,4,0,0,0,0,1,0,0,0,1,0,0,0
"Slider/Cutter",11,"0","0",3,"1","2",0,0,1,0,6,3.66,25,0.246,8,-1,4,2,0,0,0,0,0,0,1,0,0,1,0,0
"Fastball",22,"0","1",6,"0","0",0,1,0,0,-2,2.74,38,0.263,8,-1,6,3,0,0,1,0,0,0,0,1,0,0,0,0
"Fastball",9,"0","1",3,"1","0",0,0,0,0,3,1.5,2,0.484,0,-1,1,0,0,0,0,0,1,0,0,1,0,0,0,0
"ChangeUp",21,"0","1",6,"0","1",1,0,0,0,-1,2.87,57,0.246,17,1,6,4,0,0,0,0,1,0,0,1,0,0,0,0
"Fastball",21,"0","1",5,"1","0",0,1,1,0,-1,5.32,19,0.351,6,1,2,1,0,0,0,0,1,0,0,1,0,0,0,0
"ChangeUp",11,"0","1",3,"0","1",2,0,0,0,2,2.03,47,0.235,19,-1,9,1,0,0,0,1,0,0,0,1,0,0,0,0
"Slider/Cutter",13,"0","1",3,"0","0",2,1,0,1,2,2.8,20,0.265,4,-1,7,4,0,0,1,0,0,0,0,1,0,0,0,0
"Slider/Cutter",4,"0","1",1,"2","2",2,1,0,0,0,2.09,37,0.241,6,1,11,3,0,0,0,0,1,0,0,0,0,1,0,0
"Fastball",15,"0","1",3,"1","1",0,0,1,1,-1,2.37,4,0.183,1,-1,2,0,0,0,0,1,0,0,0,0,0,1,0,0
"Slider/Cutter",16,"0","1",4,"0","2",1,1,0,0,2,2.8,1,0.2,0,-1,7,4,0,0,0,0,1,0,0,0,0,1,0,0
"Fastball",17,"0","1",4,"2","2",1,1,0,0,-2,2.27,0,0,0,-1,6,1,0,0,0,0,1,0,0,0,1,0,0,0
"ChangeUp",13,"0","1",5,"1","1",0,0,0,0,0,1.73,18,0.199,4,1,4,0,0,0,0,0,1,0,0,0,1,0,0,0
"ChangeUp",26,"0","1",7,"0","0",0,0,0,0,2,2.08,2,0.111,1,1,8,1,0,0,1,0,0,0,0,1,0,0,0,0
"Fastball",25,"0","1",7,"1","2",0,0,0,0,-2,2.74,20,0.23,3,-1,6,3,0,0,0,0,0,0,1,0,1,0,0,0
"ChangeUp",11,"0","1",4,"0","1",0,0,0,0,0,3.02,20,0.273,6,-1,6,4,0,0,0,0,0,0,1,1,0,0,0,0
"Slider/Cutter",20,"0","1",5,"1","2",0,0,1,0,0,1.76,5,0.171,1,1,2,0,0,0,0,0,1,0,0,0,1,0,0,0
"ChangeUp",16,"0","1",5,"3","2",0,0,0,0,2,0,1,0.231,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0
"ChangeUp",2,"0","1",1,"1","1",0,0,0,0,0,1.88,48,0.234,19,1,10,1,0,0,0,0,1,0,0,0,0,1,0,0
"Fastball",12,"0","1",4,"3","1",0,1,0,0,-1,2.87,57,0.246,17,1,6,4,0,0,0,1,0,0,0,0,0,1,0,0
"Fastball",6,"0","1",2,"0","2",2,0,0,0,1,2.74,9,0.305,2,-1,6,3,0,0,0,0,0,0,1,0,1,0,0,0
"Fastball",23,"0","1",6,"1","2",1,1,0,0,2,0,0,0.133,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0
"Fastball",25,"0","0",7,"1","2",2,0,0,0,3,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0
"Fastball",17,"0","1",4,"0","0",1,1,0,0,-1,5.32,5,0.257,1,1,2,1,0,0,1,0,0,0,0,1,0,0,0,0
"Slider/Cutter",10,"0","1",3,"0","1",1,0,0,0,0,2.11,2,0.275,0,-1,11,3,0,0,0,0,1,0,0,1,0,0,0,0
"Fastball",20,"0","1",6,"0","0",0,0,0,0,0,3.02,20,0.273,6,-1,6,4,0,0,1,0,0,0,0,1,0,0,0,0
"ChangeUp",28,"0","1",8,"2","1",0,0,0,0,1,3.68,0,0,0,-1,1,0,0,0,0,0,1,0,0,0,0,1,0,0
"Slider/Cutter",18,"0","1",6,"1","2",0,0,0,0,2,4.21,4,0.205,0,-1,3,2,0,0,0,0,1,0,0,0,0,0,0,1
"Fastball",10,"0","1",3,"1","1",0,0,1,0,1,0,1,0.125,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0
"Fastball",5,"0","0",2,"0","1",1,0,0,0,0,3.68,4,0.267,0,-1,1,0,0,0,0,0,1,0,0,1,0,0,0,0
"Fastball",24,"0","1",6,"0","2",0,0,0,0,-1,5.32,15,0.231,6,1,2,1,0,0,0,0,1,0,0,0,0,1,0,0
"Fastball",20,"0","1",6,"0","2",0,0,0,0,7,2.03,47,0.235,19,-1,9,1,0,0,0,0,1,0,0,0,0,1,0,0
"Fastball",8,"0","1",3,"0","1",1,0,0,0,0,4.21,18,0.267,4,-1,3,2,0,0,0,1,0,0,0,1,0,0,0,0
"ChangeUp",13,"0","1",3,"2","2",1,1,0,0,-3,4.36,24,0.281,6,1,3,1,0,0,0,1,0,0,0,0,0,0,0,1
"ChangeUp",27,"0","1",8,"0","0",1,0,0,0,-1,2.87,31,0.297,7,1,6,4,0,0,1,0,0,0,0,1,0,0,0,0
"ChangeUp",25,"0","1",8,"0","0",1,0,0,0,1,3.01,24,0.212,6,1,6,3,0,0,1,0,0,0,0,1,0,0,0,0
"Fastball",12,"0","0",3,"1","0",2,0,1,0,1,0,1,0.25,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0
"ChangeUp",5,"0","0",2,"3","2",1,0,0,0,0,3.68,4,0.267,0,-1,1,0,0,0,0,1,0,0,0,0,0,0,0,1
"Fastball",25,"0","1",7,"0","1",2,0,0,0,9,3.66,6,0.151,1,-1,4,2,0,0,0,1,0,0,0,1,0,0,0,0
"Fastball",2,"0","1",1,"2","2",0,0,0,0,0,1.88,48,0.234,19,1,10,1,0,0,0,1,0,0,0,0,1,0,0,0
"Fastball",5,"0","0",1,"3","1",2,1,1,0,0,1.99,70,0.27,19,-1,12,3,0,0,0,0,0,0,1,0,1,0,0,0
"Fastball",17,"0","1",4,"1","0",2,0,1,0,-2,2.74,15,0.248,5,-1,6,3,0,0,0,1,0,0,0,1,0,0,0,0
"ChangeUp",14,"0","1",4,"0","0",1,1,0,0,2,2.08,36,0.269,3,1,8,1,0,0,1,0,0,0,0,1,0,0,0,0
"Fastball",14,"0","1",4,"0","2",0,1,0,0,-1,2.01,19,0.299,5,1,10,2,0,0,0,0,1,0,0,0,0,1,0,0
"ChangeUp",12,"0","1",3,"1","1",1,0,0,0,0,2.27,65,0.277,25,-1,6,1,0,0,0,0,0,0,1,0,0,1,0,0
"ChangeUp",6,"0","1",1,"1","1",2,1,1,1,0,1.88,0,0,0,1,10,1,0,0,0,0,1,0,0,0,1,0,0,0
"ChangeUp",23,"0","1",7,"3","2",0,0,0,0,1,3.04,29,0.22,12,-1,6,2,0,0,0,0,0,0,1,0,0,1,0,0
"ChangeUp",26,"0","1",9,"0","0",0,0,0,0,3,1.73,12,0.243,3,1,4,0,0,0,1,0,0,0,0,1,0,0,0,0
"Fastball",11,"0","1",4,"0","0",0,0,0,0,1,2.74,35,0.257,14,-1,6,3,0,0,1,0,0,0,0,1,0,0,0,0
"ChangeUp",12,"0","1",4,"1","0",0,1,0,0,-1,2.87,57,0.246,17,1,6,4,0,0,0,0,1,0,0,1,0,0,0,0
"Fastball",20,"0","1",6,"0","0",0,0,0,0,3,2.16,33,0.282,4,-1,8,1,0,0,1,0,0,0,0,1,0,0,0,0
"ChangeUp",7,"0","1",3,"0","0",0,0,0,0,1,2.74,20,0.23,3,-1,6,3,0,0,1,0,0,0,0,1,0,0,0,0
"ChangeUp",16,"0","1",4,"1","0",1,1,0,1,0,3.27,5,0.211,3,1,5,2,0,0,0,0,1,0,0,1,0,0,0,0
"Fastball",30,"0","1",9,"0","2",0,1,0,0,2,2.87,57,0.246,17,1,6,4,0,0,0,0,1,0,0,0,0,1,0,0
"Slider/Cutter",15,"0","0",4,"0","0",1,0,0,0,7,3.66,4,0.75,1,-1,4,2,0,0,1,0,0,0,0,1,0,0,0,0
"Fastball",12,"0","0",3,"3","1",1,0,0,0,0,1.76,6,0.2,1,1,2,0,0,0,0,0,1,0,0,0,1,0,0,0
"Fastball",1,"0","1",1,"2","2",0,0,0,0,0,1.59,25,0.283,3,-1,5,0,0,0,0,0,1,0,0,0,0,1,0,0
"Fastball",1,"0","1",1,"1","1",0,0,0,0,0,5.32,5,0.278,1,1,2,1,0,0,0,1,0,0,0,0,0,1,0,0
"ChangeUp",19,"0","1",5,"1","2",2,0,0,0,2,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0
"Fastball",13,"0","1",3,"1","1",0,0,0,0,-2,1.99,40,0.223,14,-1,12,3,0,0,0,0,1,0,0,0,1,0,0,0
"Slider/Cutter",14,"0","1",4,"0","2",0,0,0,0,7,3.66,7,0.243,3,-1,4,2,0,0,0,0,0,0,1,0,0,1,0,0
"Fastball",7,"0","0",2,"1","2",1,1,0,0,2,2.8,32,0.231,10,-1,7,4,0,0,0,0,1,0,0,0,0,1,0,0
"Fastball",22,"0","1",7,"0","1",0,0,0,0,-1,2.06,40,0.33,15,1,5,0,0,0,0,0,1,0,0,1,0,0,0,0
"ChangeUp",9,"0","1",3,"3","2",0,1,0,0,2,1.97,2,0.143,1,1,5,1,0,0,0,0,1,0,0,0,1,0,0,0
"Fastball",14,"0","1",4,"1","1",1,0,1,1,1,3.27,30,0.198,10,1,5,2,0,0,0,0,1,0,0,0,1,0,0,0
"Slider/Cutter",16,"0","1",3,"1","1",1,0,0,1,-3,1.88,38,0.228,6,1,10,1,0,0,0,0,1,0,0,0,0,1,0,0
"ChangeUp",9,"0","1",2,"0","0",0,1,0,0,-2,2.03,43,0.282,7,1,10,3,0,0,1,0,0,0,0,1,0,0,0,0
"ChangeUp",4,"0","1",2,"2","2",0,0,0,0,0,1.89,12,0.206,1,1,4,0,0,0,0,0,0,0,1,0,1,0,0,0
"Slider/Cutter",22,"0","0",7,"0","0",1,0,0,0,0,0,0,0.25,0,-1,0,0,0,0,1,0,0,0,0,1,0,0,0,0
"Fastball",12,"0","1",4,"3","0",2,0,0,0,1,1.73,6,0.345,2,1,4,0,0,0,0,1,0,0,0,0,1,0,0,0
"Fastball",28,"0","1",9,"2","2",2,0,0,0,3,1.73,10,0.251,3,1,4,0,0,0,0,0,1,0,0,0,0,1,0,0
"Slider/Cutter",18,"0","1",5,"1","2",1,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0
"Slider/Cutter",9,"0","0",3,"2","2",1,1,0,0,0,2.3,28,0.231,4,1,7,1,0,0,0,1,0,0,0,0,0,1,0,0
"ChangeUp",7,"0","1",3,"2","2",0,0,0,0,0,3.01,24,0.212,6,1,6,3,0,0,0,0,1,0,0,0,1,0,0,0
"ChangeUp",26,"0","1",7,"3","2",1,0,0,0,-1,4.36,0,0.242,0,1,3,1,0,0,0,0,1,0,0,0,0,1,0,0
"Fastball",12,"0","1",4,"0","2",0,1,0,0,1,3.27,27,0.296,5,1,5,2,0,0,0,1,0,0,0,0,0,1,0,0
"ChangeUp",24,"0","1",7,"1","0",0,1,0,0,-1,3.04,13,0.205,2,-1,6,2,0,0,0,1,0,0,0,1,0,0,0,0
"Fastball",1,"0","0",1,"1","1",0,0,0,0,0,3.01,32,0.241,8,1,6,3,0,0,0,0,1,0,0,0,0,1,0,0
"Slider/Cutter",11,"0","1",4,"1","1",0,0,0,0,-1,2.87,56,0.296,19,1,6,4,0,0,0,1,0,0,0,0,1,0,0,0
"ChangeUp",22,"0","1",7,"2","1",0,0,0,0,0,2.66,9,0.302,3,1,3,0,0,0,0,0,1,0,0,0,0,1,0,0
"Fastball",4,"0","0",1,"0","0",0,1,1,0,0,2.25,9,0.315,1,1,2,0,0,0,1,0,0,0,0,1,0,0,0,0
"Slider/Cutter",7,"0","0",2,"0","1",0,1,0,0,0,2.27,26,0.233,11,-1,6,1,0,0,0,0,0,0,1,1,0,0,0,0
"ChangeUp",16,"0","1",4,"1","0",2,0,0,0,7,3.66,6,0.151,1,-1,4,2,0,0,0,1,0,0,0,1,0,0,0,0
"Fastball",9,"0","1",2,"0","0",1,1,1,0,0,1.76,0,0,0,1,2,0,0,0,1,0,0,0,0,1,0,0,0,0
"Fastball",12,"0","0",4,"0","2",0,0,0,0,0,2.11,87,0.312,18,-1,11,3,0,0,0,1,0,0,0,0,0,0,0,1
"Fastball",15,"0","1",4,"1","0",1,0,1,1,0,3.27,0,0,0,1,5,2,0,0,0,1,0,0,0,1,0,0,0,0
"ChangeUp",21,"0","0",6,"0","0",1,1,0,0,0,3.68,0,0.357,0,-1,1,0,0,0,1,0,0,0,0,1,0,0,0,0
"Slider/Cutter",15,"0","1",4,"1","2",2,1,0,0,1,2.12,8,0.286,2,-1,10,3,0,0,0,0,1,0,0,0,0,1,0,0
"ChangeUp",8,"0","1",2,"2","1",2,0,0,0,1,3.04,3,0.143,1,-1,6,2,0,0,0,1,0,0,0,0,1,0,0,0
"Fastball",31,"0","1",8,"0","1",2,1,1,0,0,3.02,26,0.237,5,-1,6,4,0,0,0,0,1,0,0,1,0,0,0,0
"ChangeUp",19,"0","1",6,"0","0",1,0,0,0,0,0,1,0.25,0,-1,0,0,0,0,1,0,0,0,0,1,0,0,0,0
"ChangeUp",11,"0","1",4,"0","0",1,0,0,0,2,2.3,8,0.267,1,1,3,0,0,0,1,0,0,0,0,1,0,0,0,0
"ChangeUp",9,"0","1",3,"0","0",0,0,0,0,6,3.66,3,0.375,0,-1,4,2,0,0,1,0,0,0,0,1,0,0,0,0
"Slider/Cutter",10,"0","0",4,"0","1",0,0,0,0,2,2.3,14,0.272,1,1,3,0,0,0,0,0,1,0,0,1,0,0,0,0
"Fastball",11,"0","1",3,"1","1",2,0,0,0,2,2.16,33,0.282,4,-1,8,1,0,0,0,0,1,0,0,0,0,1,0,0
"Fastball",27,"0","1",8,"0","2",0,0,0,0,1,3.68,3,0.267,0,-1,1,0,0,0,0,1,0,0,0,0,0,0,0,1
"Slider/Cutter",4,"0","1",1,"2","2",1,0,0,1,-1,2.11,70,0.228,24,-1,11,3,0,0,0,1,0,0,0,0,0,1,0,0
"Fastball",5,"0","1",1,"1","1",1,1,1,0,0,1.88,42,0.306,2,1,10,1,0,0,0,0,1,0,0,0,0,1,0,0
"Fastball",18,"0","1",5,"0","0",2,1,0,0,2,2.14,2,0.125,0,-1,10,2,7,8,1,0,0,0,0,1,0,0,0,0
"ChangeUp",17,"0","1",4,"3","2",1,1,0,0,-2,2.27,0,0,0,-1,6,1,0,0,0,1,0,0,0,0,0,1,0,0
"Slider/Cutter",27,"0","0",7,"1","1",1,0,0,0,2,2.08,13,0.294,1,1,8,1,0,0,0,0,1,0,0,0,0,1,0,0
"ChangeUp",27,"0","0",8,"0","0",2,0,0,0,5,2.3,28,0.231,4,1,7,1,0,0,1,0,0,0,0,1,0,0,0,0
"Fastball",16,"0","1",5,"3","2",0,0,0,0,2,0,1,0.231,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1
"Slider/Cutter",25,"0","0",7,"1","1",0,0,0,0,0,2.25,5,0.231,1,1,2,0,0,0,0,0,1,0,0,0,0,1,0,0
"ChangeUp",10,"0","1",3,"1","2",0,0,0,0,2,1.88,22,0.313,4,1,10,1,0,0,0,0,1,0,0,0,1,0,0,0
"ChangeUp",24,"0","1",6,"0","0",2,0,0,0,-1,4.36,16,0.252,2,1,3,1,0,0,1,0,0,0,0,1,0,0,0,0
"Slider/Cutter",18,"0","1",5,"0","2",2,1,0,0,2,2.14,2,0.125,0,-1,10,2,7,8,0,0,0,0,1,0,0,1,0,0
"Fastball",12,"0","1",3,"0","0",1,0,0,0,0,2.27,65,0.277,25,-1,6,1,0,0,1,0,0,0,0,1,0,0,0,0
"ChangeUp",19,"0","1",5,"1","2",0,0,0,0,-1,4.36,20,0.248,7,1,3,1,0,0,0,0,1,0,0,0,0,1,0,0
"Fastball",20,"0","0",5,"1","0",2,0,0,0,-2,2.09,36,0.24,10,1,10,1,0,0,0,0,1,0,0,1,0,0,0,0
"ChangeUp",27,"0","1",7,"0","0",0,0,0,0,5,1.97,2,0.143,1,1,5,1,0,0,1,0,0,0,0,1,0,0,0,0
"Fastball",4,"0","1",1,"0","1",2,1,0,0,0,2.09,61,0.322,16,1,10,1,0,0,0,0,1,0,0,1,0,0,0,0
"Fastball",16,"0","1",4,"1","0",0,1,0,0,-1,5.32,8,0.217,2,1,2,1,0,0,0,0,1,0,0,1,0,0,0,0
"Fastball",14,"0","1",4,"0","1",0,1,0,0,-1,2.01,19,0.299,5,1,10,2,0,0,0,0,1,0,0,1,0,0,0,0
"ChangeUp",16,"0","1",4,"1","1",1,0,0,0,9,1.5,2,0.182,0,-1,1,0,0,0,0,1,0,0,0,0,0,1,0,0
"Slider/Cutter",19,"0","1",5,"0","0",0,0,1,1,1,1.76,2,0.2,1,1,2,0,0,0,1,0,0,0,0,1,0,0,0,0
"Fastball",9,"0","1",3,"1","1",0,0,0,0,1,1.99,3,0.127,1,-1,12,3,0,0,0,0,1,0,0,0,0,1,0,0
"Fastball",14,"0","1",4,"1","2",1,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1
"ChangeUp",27,"0","1",6,"3","1",2,1,0,1,-3,2.01,33,0.219,12,1,10,2,0,0,0,0,1,0,0,0,0,1,0,0
"ChangeUp",5,"0","1",2,"0","0",0,0,0,0,2,1.97,44,0.29,13,1,5,1,0,0,1,0,0,0,0,1,0,0,0,0
"Fastball",16,"0","1",4,"0","0",1,0,1,1,-2,2.74,20,0.23,3,-1,6,3,0,0,1,0,0,0,0,1,0,0,0,0
"Fastball",2,"0","1",1,"0","0",1,0,0,0,0,3.02,20,0.273,6,-1,6,4,0,0,1,0,0,0,0,1,0,0,0,0
"Fastball",13,"0","1",4,"0","0",1,0,0,0,2,2.03,38,0.237,6,-1,9,1,0,0,1,0,0,0,0,1,0,0,0,0
"Fastball",28,"0","1",8,"1","2",0,1,0,0,7,2.03,18,0.323,3,-1,9,1,0,0,0,0,0,0,1,0,0,1,0,0
"Slider/Cutter",13,"0","1",4,"0","1",0,0,0,0,-1,2.01,83,0.26,31,1,10,2,0,0,0,0,1,0,0,1,0,0,0,0
"ChangeUp",28,"0","1",9,"0","0",0,0,0,0,7,2.3,12,0.269,1,1,7,1,0,0,1,0,0,0,0,1,0,0,0,0
"Slider/Cutter",8,"0","0",3,"0","2",0,1,0,0,0,2.3,26,0.259,5,1,7,1,0,0,0,0,0,0,1,0,0,1,0,0
"ChangeUp",16,"0","1",5,"1","0",0,0,0,0,0,0,1,0.25,0,-1,0,0,0,0,0,0,1,0,0,1,0,0,0,0
"ChangeUp",5,"0","1",1,"3","1",2,1,1,0,0,1.76,1,0.292,0,1,2,0,0,0,0,0,1,0,0,0,1,0,0,0
"Fastball",4,"0","1",2,"1","1",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0
"Fastball",8,"0","1",3,"2","2",1,0,0,0,0,4.21,18,0.267,4,-1,3,2,0,0,0,1,0,0,0,0,0,1,0,0
"Fastball",7,"0","1",2,"0","1",1,0,0,0,-1,1.5,2,0.182,0,-1,1,0,0,0,0,0,1,0,0,1,0,0,0,0
"Fastball",27,"0","1",8,"0","2",1,0,0,0,2,4.21,4,0.205,0,-1,3,2,0,0,0,0,1,0,0,0,0,1,0,0
"Fastball",24,"0","0",7,"0","0",0,0,0,0,0,1.23,10,0.333,3,-1,0,1,0,0,1,0,0,0,0,1,0,0,0,0
"Fastball",15,"0","0",4,"3","2",0,0,0,0,-2,2.25,5,0.231,1,1,2,0,0,0,0,1,0,0,0,0,0,1,0,0
"Slider/Cutter",23,"0","1",7,"1","2",1,0,0,0,0,0,0,0.5,0,-1,0,0,0,0,0,0,1,0,0,0,0,1,0,0
"Slider/Cutter",22,"0","0",6,"2","2",0,0,1,0,1,2.08,45,0.269,9,1,8,1,0,0,0,0,1,0,0,0,1,0,0,0
"Fastball",30,"0","1",8,"2","2",2,0,0,0,2,2.14,57,0.283,13,-1,10,2,0,0,0,0,0,0,1,0,0,0,0,1
"ChangeUp",9,"0","1",2,"0","2",0,1,0,0,-2,2.25,2,0.263,0,1,2,0,0,0,0,0,1,0,0,0,1,0,0,0
"Fastball",23,"0","1",6,"1","1",0,0,0,0,3,2.03,58,0.312,17,1,10,3,0,0,0,0,1,0,0,0,1,0,0,0
"Fastball",10,"0","1",3,"0","0",0,0,0,0,0,5.32,5,0.278,1,1,2,1,0,0,1,0,0,0,0,1,0,0,0,0
"ChangeUp",18,"0","1",6,"0","0",0,0,0,0,0,2.09,39,0.23,4,1,11,3,0,0,1,0,0,0,0,1,0,0,0,0
"ChangeUp",4,"0","1",1,"0","0",1,0,1,0,0,1.99,40,0.223,14,-1,12,3,0,0,1,0,0,0,0,1,0,0,0,0
"Fastball",22,"0","1",5,"1","1",1,1,0,1,2,1.97,29,0.26,9,1,5,1,0,0,0,0,1,0,0,0,0,1,0,0
