pitch_type,bat_order,pitch_rl,bat_rl,inning,balls,strikes,out,on_1b,on_2b,on_3b,score_diff,era,rbi,avg,hr,pitcher_at_home,pitcher_wins,pitcher_losses,batter_wins,batter_losses,prev_pitch_type0,prev_pitch_typeChangeUp,prev_pitch_typeFastball,prev_pitch_typeKnuckleBall,prev_pitch_typeSlider.Cutter,prevprev_pitch_type0,prevprev_pitch_typeChangeUp,prevprev_pitch_typeFastball,prevprev_pitch_typeKnuckleBall,prevprev_pitch_typeSlider.Cutter
Fastball,6,1,1,4,0,1,0,0,0,0,4,3.36,0,0,0,1,11,5,0,0,0,0,1,0,0,1,0,0,0,0
Fastball,7,1,0,7,2,1,2,0,0,0,3,3.97,17,0.161,4,-1,3,2,0,0,0,0,0,1,0,0,0,1,0,0
Fastball,3,1,1,6,2,1,1,0,0,0,-2,1.35,6,0.267,4,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0
Fastball,4,1,1,2,0,0,0,0,0,0,-1,3.36,57,0.278,11,1,12,5,0,0,1,0,0,0,0,1,0,0,0,0
ChangeUp,8,1,0,6,0,2,0,0,0,0,-3,4.53,10,0.2,1,-1,4,2,0,0,0,1,0,0,0,0,0,1,0,0
Fastball,1,1,1,3,2,2,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0
KnuckleBall,9,1,0,8,0,0,0,0,0,0,1,1.8,0,0.25,0,-1,0,0,0,0,1,0,0,0,0,1,0,0,0,0
Fastball,3,1,0,1,1,2,2,0,0,0,1,0,0,0,0,-1,0,0,0,0,0,0,0,0,1,0,0,0,1,0
ChangeUp,8,1,0,4,0,0,0,1,0,0,1,4.53,10,0.2,1,-1,4,2,0,0,1,0,0,0,0,1,0,0,0,0
Fastball,9,1,1,3,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0
Slider/Cutter,7,1,1,4,1,2,1,1,1,0,-1,5.21,31,0.235,8,-1,9,11,0,0,0,0,0,1,0,0,0,1,0,0
Fastball,0,1,1,7,1,2,0,0,0,0,12,3.78,12,0.19,0,1,8,5,0,0,0,0,0,1,0,0,0,1,0,0
Fastball,4,1,1,3,2,1,2,0,0,0,4,0.84,9,0.304,3,-1,1,1,0,0,0,1,0,0,0,0,0,0,0,1
Fastball,2,1,0,1,0,0,0,1,0,0,0,4.91,34,0.297,10,1,5,3,0,0,1,0,0,0,0,1,0,0,0,0
ChangeUp,7,1,1,6,0,0,2,0,0,0,-3,4.91,9,0.241,3,1,5,3,0,0,1,0,0,0,0,1,0,0,0,0
Fastball,8,1,1,2,1,0,0,0,0,0,-2,3.29,19,0.188,2,1,12,5,0,0,0,0,0,0,1,1,0,0,0,0
ChangeUp,1,1,1,7,2,2,2,0,0,0,4,3.29,13,0.287,4,1,12,5,0,0,0,0,0,0,1,0,0,1,0,0
Fastball,7,1,0,7,0,0,0,0,0,0,3,4.82,16,0.225,4,-1,5,4,0,0,1,0,0,0,0,1,0,0,0,0
KnuckleBall,6,1,0,7,0,0,1,0,0,0,-1,3.73,39,0.233,9,1,9,5,0,0,1,0,0,0,0,1,0,0,0,0
Fastball,5,1,0,7,2,2,0,0,0,0,-1,3.73,45,0.246,14,1,9,5,0,0,0,1,0,0,0,0,0,1,0,0
Fastball,3,1,1,4,1,2,0,1,0,0,2,3.55,72,0.251,16,1,10,5,0,0,0,0,1,0,0,0,0,0,1,0
ChangeUp,3,1,1,1,0,0,0,0,0,0,-2,1.35,2,0.167,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0
KnuckleBall,3,1,0,3,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0
ChangeUp,1,1,0,1,1,1,0,0,0,0,0,3.68,8,0.268,3,-1,3,1,0,0,0,0,0,0,1,0,0,0,0,1
Fastball,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0
Fastball,3,1,0,5,0,2,0,0,0,0,-3,4.18,1,0.115,1,1,7,4,0,0,0,0,1,0,0,0,1,0,0,0
KnuckleBall,8,1,1,5,0,0,0,0,0,0,-2,1.35,3,0.108,1,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0
Fastball,8,1,0,5,0,0,0,0,0,0,-1,3.36,21,0.156,6,1,12,5,0,0,1,0,0,0,0,1,0,0,0,0
Fastball,5,1,1,9,1,2,2,1,0,0,4,3.97,14,0.232,1,-1,3,2,0,0,0,1,0,0,0,0,0,1,0,0
Fastball,6,1,1,3,3,1,1,1,0,0,-3,3.8,8,0.227,2,1,3,1,0,0,0,0,1,0,0,0,0,1,0,0
Fastball,6,1,1,5,0,0,0,0,0,0,2,3.97,5,0.2,1,-1,3,2,0,0,1,0,0,0,0,1,0,0,0,0
Slider/Cutter,4,1,1,2,0,0,0,0,0,0,0,5.21,60,0.283,16,-1,9,11,0,0,1,0,0,0,0,1,0,0,0,0
Fastball,7,1,1,4,0,0,0,1,0,0,0,3.41,52,0.293,3,1,11,5,0,0,1,0,0,0,0,1,0,0,0,0
ChangeUp,2,1,1,3,0,1,0,0,0,0,2,4.53,20,0.308,7,-1,4,2,0,0,0,0,1,0,0,1,0,0,0,0
KnuckleBall,3,1,1,2,0,0,0,0,1,0,1,3.34,20,0.308,4,-1,4,2,0,0,1,0,0,0,0,1,0,0,0,0
ChangeUp,6,1,0,5,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0
KnuckleBall,9,1,1,4,0,2,1,1,1,0,1,4.53,2,0.136,0,-1,4,2,6,1,0,0,1,0,0,0,0,1,0,0
Fastball,3,1,1,3,1,1,0,0,0,0,-2,3.38,14,0.297,4,1,3,1,0,0,0,1,0,0,0,0,0,1,0,0
KnuckleBall,7,1,0,2,0,2,1,1,1,0,0,4.11,20,0.246,5,1,7,4,0,0,0,0,1,0,0,0,1,0,0,0
Fastball,1,1,0,2,0,0,2,1,1,1,1,0.84,5,0.273,2,-1,1,1,0,0,1,0,0,0,0,1,0,0,0,0
ChangeUp,6,1,0,7,1,0,0,0,0,0,2,4.11,17,0.358,4,-1,7,5,0,0,0,1,0,0,0,1,0,0,0,0
Fastball,1,1,0,4,3,1,1,0,0,0,-2,3.26,49,0.285,9,-1,13,5,0,0,0,0,1,0,0,0,1,0,0,0
KnuckleBall,5,1,0,1,1,1,2,0,0,1,-1,3.92,51,0.281,6,1,7,5,0,0,0,0,1,0,0,0,1,0,0,0
Slider/Cutter,8,1,0,7,3,2,0,0,0,0,2,4.97,7,0.149,2,-1,4,2,0,0,0,0,1,0,0,0,0,0,1,0
Slider/Cutter,5,1,1,4,2,2,2,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0
Fastball,6,1,0,4,1,1,1,1,0,0,-2,3.73,39,0.233,9,1,9,5,0,0,0,0,1,0,0,0,0,0,0,1
Fastball,5,1,1,7,2,0,0,0,0,0,8,3.55,26,0.222,6,1,10,5,0,0,0,0,0,0,1,0,0,1,0,0
ChangeUp,9,1,0,6,2,2,1,0,0,0,-2,3.26,15,0.184,1,-1,13,5,0,0,0,0,1,0,0,0,0,1,0,0
Slider/Cutter,3,1,0,4,0,0,1,0,0,0,0,7.58,8,0.212,0,1,2,2,0,0,1,0,0,0,0,1,0,0,0,0
KnuckleBall,6,1,0,7,1,2,0,0,0,0,3,4.82,23,0.223,7,-1,5,4,0,0,0,0,0,1,0,0,0,0,1,0
Slider/Cutter,6,1,0,2,1,0,1,0,0,0,0,4.11,17,0.358,4,-1,7,5,0,0,0,0,0,0,1,1,0,0,0,0
Fastball,1,1,1,2,2,2,2,0,0,0,-2,3.29,13,0.287,4,1,12,5,0,0,0,0,1,0,0,0,0,0,1,0
ChangeUp,5,1,0,1,2,2,2,0,0,0,-2,3.68,18,0.33,1,-1,3,1,0,0,0,0,0,1,0,0,0,0,0,1
Fastball,1,1,0,3,0,0,0,0,0,0,0,3.41,34,0.313,6,1,11,5,0,0,1,0,0,0,0,1,0,0,0,0
Slider/Cutter,9,1,0,4,1,0,2,0,0,0,0,4.97,3,0.3,1,-1,4,2,0,0,0,0,0,0,1,1,0,0,0,0
Fastball,5,1,1,2,2,0,0,0,0,0,0,5.2,23,0.265,6,1,5,2,0,0,0,0,1,0,0,0,0,1,0,0
Slider/Cutter,8,1,0,2,0,0,0,1,1,1,0,4.97,7,0.149,2,-1,4,2,0,0,1,0,0,0,0,1,0,0,0,0
KnuckleBall,1,1,1,3,0,2,1,1,0,0,4,3.4,11,0.288,4,-1,11,5,0,0,0,0,1,0,0,0,0,1,0,0
Fastball,9,1,0,5,1,2,1,0,0,0,-2,1.35,0,0.053,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0
Slider/Cutter,4,1,0,3,2,2,0,0,0,0,0,3.26,40,0.32,6,-1,13,5,0,0,0,0,0,1,0,0,0,1,0,0
KnuckleBall,1,1,1,4,1,2,1,1,1,0,-1,4.53,12,0.264,2,-1,4,2,0,0,0,0,1,0,0,0,0,0,1,0
Fastball,7,1,1,3,3,1,2,1,0,0,-4,4.18,9,0.302,0,1,7,4,0,0,0,0,1,0,0,0,0,0,1,0
KnuckleBall,4,1,1,1,0,0,0,0,0,0,-2,1.35,5,0.3,2,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0
Fastball,3,1,1,9,2,0,0,0,0,0,2,1.8,3,0.375,1,-1,0,0,0,0,0,0,1,0,0,0,1,0,0,0
Fastball,2,1,0,3,0,0,2,0,0,0,0,3.97,18,0.302,1,-1,3,2,0,0,1,0,0,0,0,1,0,0,0,0
Fastball,2,1,1,1,2,1,1,0,0,0,0,4.82,16,0.271,1,-1,5,4,0,0,0,0,0,1,0,0,0,1,0,0
Fastball,8,1,1,3,0,0,1,0,0,0,0,1.8,0,0,0,-1,0,0,0,0,1,0,0,0,0,1,0,0,0,0
Fastball,7,1,0,4,2,0,1,0,0,0,4,3.36,0,0.148,0,1,11,5,0,0,0,0,1,0,0,0,0,0,1,0
KnuckleBall,3,1,1,1,1,1,2,0,0,0,0,3.55,72,0.251,16,1,10,5,0,0,0,0,0,1,0,0,0,1,0,0
KnuckleBall,5,1,0,3,1,0,2,1,0,1,0,3.41,42,0.225,14,1,11,5,0,0,0,0,1,0,0,1,0,0,0,0
Fastball,6,1,0,6,0,0,0,0,0,0,-1,4.53,13,0.27,2,-1,4,2,0,0,1,0,0,0,0,1,0,0,0,0
Slider/Cutter,4,1,1,4,0,0,0,0,0,0,-1,5.21,60,0.283,16,-1,9,11,0,0,1,0,0,0,0,1,0,0,0,0
Slider/Cutter,3,1,1,1,0,0,2,0,0,0,0,3.41,47,0.287,19,-1,12,2,0,0,1,0,0,0,0,1,0,0,0,0
Fastball,3,1,1,1,0,0,0,1,0,0,-1,4.03,65,0.272,20,-1,7,5,0,0,1,0,0,0,0,1,0,0,0,0
Fastball,6,1,0,2,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0
KnuckleBall,6,1,1,7,1,0,0,0,0,0,1,3.68,18,0.248,4,-1,3,1,0,0,0,0,0,0,1,1,0,0,0,0
Fastball,7,1,1,3,0,0,0,1,0,1,-1,1.35,3,0.077,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0
KnuckleBall,6,1,1,4,0,1,2,0,0,0,1,3.97,16,0.238,1,1,7,5,0,0,0,0,1,0,0,1,0,0,0,0
Fastball,3,1,1,1,3,0,1,0,0,0,0,1.35,6,0.267,4,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0
Slider/Cutter,8,1,1,4,1,0,0,0,0,0,-3,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0
Fastball,5,1,1,2,0,0,0,0,0,0,0,3.97,14,0.232,1,-1,3,2,0,0,1,0,0,0,0,1,0,0,0,0
Fastball,9,1,0,3,0,0,2,0,0,0,0,1.8,0,0.25,0,-1,0,0,0,0,1,0,0,0,0,1,0,0,0,0
ChangeUp,3,1,1,1,2,2,0,1,0,0,-1,3.34,20,0.308,4,-1,4,2,0,0,0,0,0,0,1,0,1,0,0,0
KnuckleBall,5,1,0,2,0,0,0,0,0,0,1,1.71,1,0.4,0,-1,2,1,0,0,1,0,0,0,0,1,0,0,0,0
KnuckleBall,7,1,1,6,0,1,2,0,0,0,-3,4.91,9,0.241,3,1,5,3,0,0,0,1,0,0,0,1,0,0,0,0
ChangeUp,7,1,0,3,2,1,0,0,0,0,0,3.73,18,0.171,4,1,9,5,0,0,0,0,1,0,0,0,0,1,0,0
Fastball,4,1,1,1,1,2,2,1,0,0,0,1.35,0,0.162,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0
Fastball,5,1,1,5,0,0,1,0,0,0,-3,4.18,34,0.303,3,1,7,4,0,0,1,0,0,0,0,1,0,0,0,0
KnuckleBall,1,1,0,4,2,2,2,0,0,1,-1,3.92,30,0.29,11,1,7,5,0,0,0,1,0,0,0,0,0,1,0,0
Fastball,3,1,0,4,1,2,0,0,0,0,1,4.82,31,0.279,4,-1,5,4,0,0,0,0,0,1,0,0,0,1,0,0
Slider/Cutter,7,1,0,4,0,0,0,0,0,0,0,4.97,8,0.246,3,-1,4,2,0,0,1,0,0,0,0,1,0,0,0,0
ChangeUp,1,1,0,4,3,2,1,0,0,0,-2,3.26,49,0.285,9,-1,13,5,0,0,0,0,1,0,0,0,0,1,0,0
Fastball,4,1,0,1,0,0,2,1,0,0,0,4.21,45,0.294,12,-1,7,4,0,0,1,0,0,0,0,1,0,0,0,0
Slider/Cutter,1,1,0,1,0,0,0,0,0,0,0,3.68,8,0.268,3,-1,3,1,0,0,1,0,0,0,0,1,0,0,0,0
Fastball,8,1,1,5,2,1,1,0,0,0,1,3.97,40,0.21,17,1,7,5,0,0,0,0,0,0,1,0,0,1,0,0
Slider/Cutter,3,1,1,5,1,2,2,0,0,0,5,3.36,70,0.277,23,1,11,5,0,0,0,0,0,0,1,0,0,0,0,1
KnuckleBall,7,1,1,2,0,2,0,1,0,1,-1,3.36,36,0.222,11,1,12,5,0,0,0,0,1,0,0,0,0,1,0,0
Slider/Cutter,4,1,1,1,1,0,2,0,1,0,1,1.71,8,0.228,1,-1,2,1,0,0,0,0,0,1,0,1,0,0,0,0
Fastball,9,1,0,2,0,1,2,1,0,1,1,3.97,26,0.201,8,1,7,5,0,0,0,0,1,0,0,1,0,0,0,0
ChangeUp,3,1,1,1,1,0,0,0,1,0,-1,4.91,46,0.311,15,1,5,3,0,0,0,0,0,0,1,1,0,0,0,0
Fastball,3,1,1,1,1,0,2,0,0,0,0,1.8,3,0.375,1,-1,0,0,0,0,0,0,0,1,0,1,0,0,0,0
Fastball,4,1,0,3,0,0,1,1,0,0,0,5.2,38,0.254,14,1,5,2,0,0,1,0,0,0,0,1,0,0,0,0
Fastball,4,1,1,1,2,2,0,0,0,1,-1,4.53,26,0.32,10,-1,4,2,0,0,0,0,0,1,0,0,0,1,0,0
Fastball,3,1,1,1,0,0,1,1,0,0,0,4.21,44,0.28,8,-1,7,4,0,0,1,0,0,0,0,1,0,0,0,0
Fastball,3,1,0,1,2,0,2,0,0,0,0,3.73,52,0.278,10,1,9,5,0,0,0,0,1,0,0,0,0,1,0,0
ChangeUp,9,1,1,8,2,2,2,0,0,0,4,3.68,36,0.222,7,-1,9,5,0,0,0,0,1,0,0,0,0,1,0,0
Fastball,2,1,1,3,1,2,2,1,1,0,1,4.82,16,0.271,1,-1,5,4,0,0,0,0,1,0,0,0,0,1,0,0
Fastball,6,1,0,5,2,0,0,0,0,0,0,3.68,46,0.309,5,-1,9,5,0,0,0,0,1,0,0,0,0,0,1,0
Fastball,6,1,0,5,3,1,2,1,0,0,-3,4.18,22,0.272,3,1,7,4,0,0,0,0,0,0,1,0,0,1,0,0
Slider/Cutter,5,1,0,3,2,1,2,1,0,0,-2,3.29,30,0.268,4,1,12,5,0,0,0,0,1,0,0,0,1,0,0,0
Fastball,5,1,1,6,0,0,0,0,0,0,-3,4.91,37,0.243,11,1,5,3,0,0,1,0,0,0,0,1,0,0,0,0
ChangeUp,3,1,1,4,1,1,0,0,0,0,2,4.21,44,0.28,8,-1,7,4,0,0,0,0,1,0,0,0,0,1,0,0
Slider/Cutter,4,1,1,6,0,0,1,0,0,0,-1,3.36,57,0.278,11,1,12,5,0,0,1,0,0,0,0,1,0,0,0,0
Fastball,6,1,1,5,0,0,0,1,0,0,3,0,0,0,0,-1,0,0,0,0,1,0,0,0,0,1,0,0,0,0
ChangeUp,7,1,1,2,2,1,2,1,0,0,2,3.4,18,0.184,2,-1,11,5,0,0,0,0,0,1,0,0,0,0,1,0
Fastball,6,1,1,4,0,1,0,0,0,0,0,3.92,45,0.292,4,1,7,5,0,0,0,0,0,0,1,1,0,0,0,0
Fastball,7,1,1,4,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0
Fastball,0,1,0,6,3,1,0,0,0,0,4,0,0,0,0,-1,0,0,0,0,0,0,1,0,0,0,1,0,0,0
KnuckleBall,4,1,0,2,1,0,0,0,0,0,0,3.78,49,0.313,12,1,8,5,0,0,0,0,1,0,0,1,0,0,0,0
Slider/Cutter,8,1,1,3,0,0,0,0,0,0,6,3.36,0,0,0,1,11,5,0,0,1,0,0,0,0,1,0,0,0,0
Fastball,1,1,1,3,3,2,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0
Fastball,6,1,0,6,3,2,1,0,0,1,2,4.97,14,0.178,4,-1,4,2,0,0,0,0,1,0,0,0,0,0,1,0
Fastball,5,1,1,1,2,0,1,1,0,0,-2,1.35,3,0.222,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0
Fastball,8,1,0,3,0,0,0,0,0,0,4,3.4,0,0.308,0,-1,11,5,0,0,1,0,0,0,0,1,0,0,0,0
Fastball,5,1,0,5,1,1,1,0,0,0,-1,3.8,9,0.169,2,1,3,1,0,0,0,0,1,0,0,0,0,1,0,0
Fastball,1,1,0,3,2,2,1,0,0,0,0,3.68,31,0.247,5,-1,9,5,0,0,0,0,1,0,0,0,0,1,0,0
Fastball,4,1,1,5,0,0,0,1,0,0,4,0.84,9,0.304,3,-1,1,1,0,0,1,0,0,0,0,1,0,0,0,0
Slider/Cutter,6,1,1,2,1,2,0,1,0,0,1,3.97,16,0.238,1,1,7,5,0,0,0,0,0,1,0,0,0,0,1,0
ChangeUp,4,1,0,3,3,2,1,1,0,0,0,5.2,38,0.254,14,1,5,2,0,0,0,0,1,0,0,0,0,1,0,0
ChangeUp,4,1,0,2,3,1,0,0,0,0,0,1.8,1,0.176,1,-1,0,0,0,0,0,0,1,0,0,0,1,0,0,0
Fastball,8,1,0,3,2,2,0,0,0,0,0,3.68,9,0.185,2,-1,9,5,0,0,0,1,0,0,0,0,0,1,0,0
Fastball,1,1,1,1,0,1,0,0,0,0,0,3.36,0,1,0,1,11,5,0,0,0,0,1,0,0,1,0,0,0,0
Slider/Cutter,4,1,0,5,0,1,0,1,0,0,-1,3.26,40,0.32,6,-1,13,5,0,0,0,0,1,0,0,1,0,0,0,0
ChangeUp,4,1,0,1,1,0,0,0,1,0,-1,3.34,24,0.21,8,-1,4,2,0,0,0,0,0,0,1,1,0,0,0,0
Slider/Cutter,4,1,0,6,1,0,1,0,0,0,1,3.41,31,0.234,10,-1,12,2,0,0,0,0,0,1,0,1,0,0,0,0
Fastball,8,1,1,2,1,2,1,1,0,1,1,3.97,40,0.21,17,1,7,5,0,0,0,0,1,0,0,0,0,1,0,0
Fastball,1,1,0,1,0,0,0,0,0,0,0,5.15,42,0.288,11,1,9,11,0,0,1,0,0,0,0,1,0,0,0,0
Fastball,6,1,0,4,3,2,2,0,0,0,-1,4.11,17,0.358,4,-1,7,5,0,0,0,0,1,0,0,0,1,0,0,0
Fastball,4,1,0,1,3,2,2,0,0,0,0,3.68,49,0.227,19,-1,9,5,0,0,0,1,0,0,0,0,0,1,0,0
KnuckleBall,2,1,1,5,1,1,1,0,0,0,2,4.97,29,0.261,10,-1,4,2,0,0,0,1,0,0,0,0,0,0,0,1
KnuckleBall,7,1,1,3,0,2,2,0,0,1,-4,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0
Fastball,8,1,0,3,0,0,0,0,0,0,4,3.78,25,0.289,1,1,8,5,0,0,1,0,0,0,0,1,0,0,0,0
Slider/Cutter,7,1,1,2,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0
Fastball,7,1,0,2,0,0,0,0,1,0,1,3.92,8,0.314,1,1,7,5,0,0,1,0,0,0,0,1,0,0,0,0
KnuckleBall,6,1,0,4,1,0,0,0,0,0,1,4.53,13,0.27,2,-1,4,2,0,0,0,0,0,1,0,1,0,0,0,0
Fastball,8,1,1,5,1,1,1,0,1,0,-1,1.8,0,0,0,-1,0,0,0,0,0,0,1,0,0,0,0,0,0,1
Fastball,1,1,0,6,1,0,0,0,0,0,2,4.21,19,0.268,1,-1,7,4,0,0,0,1,0,0,0,1,0,0,0,0
Fastball,5,1,1,5,0,0,2,0,0,0,-1,5.2,23,0.265,6,1,5,2,0,0,1,0,0,0,0,1,0,0,0,0
Fastball,1,1,0,5,3,0,0,0,0,0,-2,2.92,18,0.281,2,1,7,1,0,0,0,0,1,0,0,0,0,1,0,0
KnuckleBall,1,1,0,1,0,1,0,0,0,0,1,0.84,5,0.273,2,-1,1,1,0,0,0,0,1,0,0,1,0,0,0,0
Fastball,2,1,0,1,0,0,1,0,0,0,0,3.36,12,0.25,1,1,11,5,0,0,1,0,0,0,0,1,0,0,0,0
Fastball,4,1,0,6,0,0,1,0,0,0,0,4.21,45,0.294,12,-1,7,4,0,0,1,0,0,0,0,1,0,0,0,0
KnuckleBall,2,1,1,6,0,0,1,1,0,1,-3,4.18,19,0.264,2,1,7,4,0,0,1,0,0,0,0,1,0,0,0,0
Fastball,5,1,0,3,0,0,1,1,0,0,0,3.26,69,0.277,12,-1,13,5,0,0,1,0,0,0,0,1,0,0,0,0
Fastball,7,1,1,2,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0
Fastball,5,1,0,2,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0
Slider/Cutter,0,1,0,3,2,2,2,0,0,0,1,0,0,0,0,-1,0,0,0,0,0,0,1,0,0,0,1,0,0,0
Fastball,2,1,0,1,2,2,1,0,0,0,0,1.35,1,0.385,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0
KnuckleBall,9,1,0,2,0,1,0,0,0,0,-3,3.8,13,0.232,5,1,3,1,0,0,0,1,0,0,0,1,0,0,0,0
Fastball,1,1,1,1,1,1,0,0,0,0,2,3.4,11,0.288,4,-1,11,5,0,0,0,0,1,0,0,0,0,0,0,1
Fastball,4,1,0,4,2,0,1,0,0,0,0,3.68,49,0.227,19,-1,9,5,0,0,0,0,1,0,0,0,0,0,1,0
Fastball,5,1,1,2,1,0,1,0,0,0,0,1.8,0,0.438,0,-1,0,0,0,0,0,0,1,0,0,1,0,0,0,0
Fastball,5,1,0,5,0,0,2,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0
Slider/Cutter,3,1,0,4,2,1,1,0,0,0,1,0,0,0,0,-1,0,0,0,0,0,0,0,1,0,0,0,0,0,1
KnuckleBall,4,1,1,3,1,2,1,1,1,1,4,3.36,65,0.277,20,1,11,5,0,0,0,0,1,0,0,0,1,0,0,0
ChangeUp,4,1,1,3,2,0,2,0,0,0,4,0.84,9,0.304,3,-1,1,1,0,0,0,0,0,0,1,0,0,1,0,0
Fastball,4,1,0,2,1,0,0,0,0,0,0,1.8,1,0.176,1,-1,0,0,0,0,0,0,1,0,0,1,0,0,0,0
KnuckleBall,6,1,0,1,2,2,1,1,1,1,-1,3.38,12,0.231,6,1,3,1,0,0,0,0,1,0,0,0,0,1,0,0
Fastball,4,1,1,1,0,0,0,0,0,0,-2,3.29,46,0.217,8,1,12,5,0,0,1,0,0,0,0,1,0,0,0,0
Fastball,2,1,0,3,0,0,1,1,0,0,4,3.4,23,0.26,3,-1,11,5,0,0,1,0,0,0,0,1,0,0,0,0
Fastball,3,1,1,4,2,0,0,0,0,0,5,3.78,58,0.264,12,1,8,5,0,0,0,0,1,0,0,0,0,1,0,0
ChangeUp,6,1,0,4,3,2,0,0,0,1,-2,4.91,24,0.256,3,1,5,3,0,0,0,0,1,0,0,0,0,1,0,0
Fastball,7,1,1,5,2,0,0,0,0,0,2,3.55,31,0.253,4,1,10,5,0,0,0,0,0,0,1,0,0,1,0,0
Fastball,1,1,1,3,2,2,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1
Fastball,8,1,0,2,0,0,1,0,1,0,0,3.41,24,0.275,4,1,11,5,0,0,1,0,0,0,0,1,0,0,0,0
Fastball,8,1,1,3,3,2,0,0,1,0,0,3.73,44,0.264,6,1,9,5,0,0,0,0,0,1,0,0,0,0,1,0
Fastball,9,1,1,2,3,2,1,0,0,0,-1,4.03,25,0.267,5,-1,7,5,0,0,0,0,0,1,0,0,0,0,1,0
Fastball,3,1,0,6,1,0,1,0,0,0,-1,3.36,56,0.268,16,1,12,5,0,0,0,1,0,0,0,1,0,0,0,0
Fastball,9,1,0,4,2,2,1,1,1,0,3,0.84,0,0,0,-1,1,1,0,0,0,1,0,0,0,0,1,0,0,0
ChangeUp,4,1,0,1,1,2,0,1,1,0,0,3.38,15,0.194,6,1,3,1,0,0,0,0,1,0,0,0,0,0,1,0
KnuckleBall,6,1,0,3,1,1,2,1,1,0,-1,5.2,3,0.174,2,1,5,2,0,0,0,0,1,0,0,0,1,0,0,0
ChangeUp,4,1,0,2,2,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0
Fastball,1,1,1,1,0,0,0,0,0,0,0,3.8,14,0.276,1,1,3,1,0,0,1,0,0,0,0,1,0,0,0,0
Fastball,1,1,1,2,3,0,0,0,0,0,2,3.34,5,0.3,2,-1,4,2,0,0,0,0,1,0,0,0,0,1,0,0
Fastball,8,1,1,8,1,1,0,0,0,0,-2,1.35,3,0.108,1,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0
Fastball,5,1,1,3,0,0,1,0,1,0,-3,4.18,34,0.303,3,1,7,4,0,0,1,0,0,0,0,1,0,0,0,0
Fastball,5,1,0,6,2,2,0,0,0,0,4,3.36,0,0.212,0,1,11,5,0,0,0,0,1,0,0,0,0,1,0,0
Fastball,4,1,1,5,0,0,2,0,0,0,2,3.29,46,0.217,8,1,12,5,0,0,1,0,0,0,0,1,0,0,0,0
KnuckleBall,7,1,0,7,0,2,1,0,1,0,10,3.78,33,0.26,4,1,8,5,0,0,0,0,1,0,0,0,0,0,1,0
Fastball,2,1,0,1,2,2,0,1,0,0,0,3.34,25,0.265,9,-1,4,2,0,0,0,0,1,0,0,0,0,0,0,1
Fastball,9,1,1,6,0,0,0,0,0,0,3,3.68,36,0.222,7,-1,9,5,0,0,1,0,0,0,0,1,0,0,0,0
Fastball,7,1,0,4,0,1,2,0,0,0,-1,4.11,20,0.246,5,1,7,4,0,0,0,0,0,1,0,1,0,0,0,0
ChangeUp,3,1,0,5,2,2,2,1,1,1,3,3.4,98,0.263,32,-1,11,5,0,0,0,0,1,0,0,0,0,1,0,0
Slider/Cutter,9,1,0,5,1,2,1,1,0,0,-1,3.36,1,0.571,0,1,12,5,0,0,0,0,0,1,0,0,0,1,0,0
