"pitch_type","batter_num","pitch_rl","bat_rl","inning","balls","strikes","out","on_1b","on_2b","on_3b","score_diff","era","rbi","avg","hr","pitcher_at_home","pitcher_wins","pitcher_losses","batter_wins","batter_losses","prev_pitch_type0","prev_pitch_typeChangeUp","prev_pitch_typeCurveBall","prev_pitch_typeFastball","prev_pitch_typeSlider.Cutter","prevprev_pitch_type0","prevprev_pitch_typeChangeUp","prevprev_pitch_typeCurveBall","prevprev_pitch_typeFastball","prevprev_pitch_typeSlider.Cutter"
"Fastball",23,"1","1",7,"3","2",0,0,0,0,7,2.6,8,0.234,2,1,1,2,0,0,0,1,0,0,0,0,0,0,1,0
"Fastball",6,"1","1",2,"1","2",1,0,0,0,0,3.19,25,0.296,5,1,8,6,0,0,0,0,1,0,0,0,0,0,1,0
"Fastball",13,"1","1",5,"0","0",0,0,0,0,2,2.97,50,0.251,16,1,4,5,0,0,1,0,0,0,0,1,0,0,0,0
"Fastball",2,"1","1",1,"1","0",0,0,0,0,-1,2.7,6,0.266,0,1,5,5,0,0,0,0,0,1,0,1,0,0,0,0
"Fastball",5,"1","0",2,"0","0",1,0,0,0,0,3.05,17,0.275,4,-1,4,5,0,0,1,0,0,0,0,1,0,0,0,0
"Fastball",18,"1","0",5,"0","0",2,0,0,0,0,4.03,19,0.225,3,1,2,4,0,0,1,0,0,0,0,1,0,0,0,0
"Fastball",3,"1","0",1,"3","1",2,0,0,0,2,3.17,34,0.293,6,-1,7,6,0,0,0,0,0,1,0,0,0,0,1,0
"Fastball",20,"1","0",6,"2","0",0,0,0,0,6,2.6,12,0.311,1,1,1,2,0,0,0,0,1,0,0,0,0,0,1,0
"Fastball",9,"1","1",3,"1","0",0,0,0,0,4,3.39,3,0.167,0,-1,8,7,9,11,0,0,0,1,0,1,0,0,0,0
"Fastball",6,"1","0",1,"0","0",2,0,0,0,-3,3.2,60,0.267,11,1,8,6,0,0,1,0,0,0,0,1,0,0,0,0
"Fastball",18,"1","0",5,"1","0",0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0
"Fastball",7,"1","0",2,"0","0",2,0,0,0,-1,2.7,11,0.202,3,1,5,5,0,0,1,0,0,0,0,1,0,0,0,0
"Fastball",14,"1","0",3,"0","0",0,0,0,0,-3,1.82,10,0.333,1,-1,2,2,0,0,1,0,0,0,0,1,0,0,0,0
"Fastball",22,"1","1",6,"0","0",2,0,0,0,-1,4.15,37,0.233,13,1,2,4,0,0,1,0,0,0,0,1,0,0,0,0
"Fastball",2,"1","0",1,"1","1",1,0,0,0,0,3.18,14,0.267,2,-1,1,1,0,0,0,1,0,0,0,0,0,0,1,0
"Fastball",15,"1","0",4,"1","0",1,0,0,0,-1,4.15,4,0.244,0,1,2,4,0,0,0,1,0,0,0,1,0,0,0,0
"Fastball",2,"1","1",1,"0","0",1,0,0,0,0,5.06,12,0.25,3,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0
